tender_no,award_date,awarded_amt,tender_detail_status,tender_date,tender_value,LDA_Category
STB000ETT23000021,30/8/2023,110.7,Awarded to Suppliers,2023-08-30,110.7,Engineering Procurement - Services
STB000ETT23000022,14/7/2023,294960,Awarded to Suppliers,2023-07-14,294960,Engineering Procurement - Services
STB000ETT23000023,24/11/2023,2586364.3,Awarded to Suppliers,2023-11-24,2586364.3,Engineering Procurement - Services
STB000ETT23000024,24/8/2023,452620,Awarded to Suppliers,2023-08-24,452620,General Procurement - Goods
STB000ETT23000025,10/8/2023,135040,Awarded to Suppliers,2023-08-10,135040,Engineering Procurement - Services
STB000ETT23000026,22/9/2023,614400,Awarded to Suppliers,2023-09-22,614400,PPP Procurement - DBFO
STB000ETT23000027,27/7/2023,138000,Awarded to Suppliers,2023-07-27,138000,Engineering Procurement - Services
STB000ETT23000029,28/8/2023,380000,Awarded to Suppliers,2023-08-28,380000,Engineering Procurement - Goods
STB000ETT23000030,29/9/2023,87000,Awarded to Suppliers,2023-09-29,87000,PPP Procurement - DBFO
STB000ETT23000031,11/10/2023,1425338.76,Awarded to Suppliers,2023-10-11,1425338.76,General Procurement - Goods
STB000ETT23000032,7/9/2023,365880,Awarded to Suppliers,2023-09-07,365880,Engineering Procurement - Services
STB000ETT23000033,23/11/2023,910664.37,Awarded to Suppliers,2023-11-23,910664.37,PPP Procurement - DBFO
STB000ETT23000034,22/11/2023,997500,Awarded to Suppliers,2023-11-22,997500,PPP Procurement - DBFO
STB000ETT23000035,11/12/2023,174784,Awarded to Suppliers,2023-12-11,174784,Engineering Procurement - EPC
STB000ETT23000036,11/12/2023,1294960.24,Awarded to Suppliers,2023-12-11,1294960.24,Engineering Procurement - EPC
STB000ETT23000037,16/2/2024,2177623.8,Awarded to Suppliers,2024-02-16,2177623.8,General Procurement - Goods
STB000ETT23000038,7/12/2023,48300,Awarded to Suppliers,2023-12-07,48300,Engineering Procurement - EPC
STB000ETT23000039,27/12/2023,195417.16,Awarded by Items,2023-12-27,195417.16,Engineering Procurement - Services
STB000ETT23000039,27/12/2023,24000,Awarded by Items,2023-12-27,24000,Engineering Procurement - Services
STB000ETT23000040,26/1/2024,198400,Awarded to Suppliers,2024-01-26,198400,PPP Procurement - DBFO
STB000ETT23000041,3/1/2024,428000,Awarded to Suppliers,2024-01-03,428000,PPP Procurement - DBFO
STB000ETT23000042,9/2/2024,749060,Awarded to Suppliers,2024-02-09,749060,Engineering Procurement - Goods
STB000ETT23000044,30/1/2024,113500,Awarded to Suppliers,2024-01-30,113500,Engineering Procurement - EPC
STB000ETT24000001,8/2/2024,229340,Awarded to Suppliers,2024-02-08,229340,General Procurement - Goods
STB000ETT24000005,9/2/2024,72769.66,Awarded to Suppliers,2024-02-09,72769.66,PPP Procurement - DBFO
STB000ETT24000006,14/3/2024,226883.77,Awarded to Suppliers,2024-03-14,226883.77,Engineering Procurement - Services
TOT000ETT19300001,2/5/2019,1471772,Awarded to Suppliers,2019-05-02,1471772,Engineering Procurement - Services
TOT000ETT19300003,31/5/2019,90030,Awarded to Suppliers,2019-05-31,90030,General Procurement - Goods
TOT000ETT19300005,26/9/2019,496532.47,Awarded to Suppliers,2019-09-26,496532.47,General Procurement - Services
TOT000ETT19300006,20/11/2019,1340100,Awarded to Suppliers,2019-11-20,1340100,PPP Procurement - DBO
TOT000ETT19300008,14/11/2019,1911000,Awarded to Suppliers,2019-11-14,1911000,Engineering Procurement - Services
TOT000ETT19300010,3/3/2020,98000,Awarded to Suppliers,2020-03-03,98000,PPP Procurement - DBFO
TOT000ETT20300003,21/10/2020,144000,Awarded to Suppliers,2020-10-21,144000,Engineering Procurement - EPC
TOT000ETT20300006,16/2/2021,250500,Awarded to Suppliers,2021-02-16,250500,Engineering Procurement - EPC
TOT000ETT21000002,29/3/2021,750000,Awarded to Suppliers,2021-03-29,750000,General Procurement - Goods
TOT000ETT21000003,29/10/2021,187400,Awarded to Suppliers,2021-10-29,187400,General Procurement - Goods
TOT000ETT21000005,27/12/2021,3700000,Awarded by Items,2021-12-27,3700000,Engineering Procurement - Services
TOT000ETT21000005,27/12/2021,52000,Awarded by Items,2021-12-27,52000,Engineering Procurement - Services
TOT000ETT21000006,13/4/2022,220950,Awarded to Suppliers,2022-04-13,220950,Engineering Procurement - Services
TOT000ETT22000001,22/3/2022,129976.5,Awarded to Suppliers,2022-03-22,129976.5,General Procurement - Goods
TOT000ETT22000002,27/5/2022,1116324,Awarded to Suppliers,2022-05-27,1116324,General Procurement - Goods
TOT000ETT22000003,21/4/2022,182600,Awarded to Suppliers,2022-04-21,182600,Engineering Procurement - Services
TOT000ETT22000004,21/9/2022,140880,Awarded to Suppliers,2022-09-21,140880,Engineering Procurement - Services
TOT000ETT22000007,4/1/2023,220600,Awarded to Suppliers,2023-01-04,220600,Engineering Procurement - Services
TOT000ETT23000001,24/7/2023,380510,Awarded by Items,2023-07-24,380510,Engineering Procurement - Services
TOT000ETT23000001,24/7/2023,317400,Awarded by Items,2023-07-24,317400,Engineering Procurement - Services
TOT000ETT23000003,28/3/2024,999250,Awarded to Suppliers,2024-03-28,999250,Engineering Procurement - Services
TOT000ETT24000001,8/3/2024,77400,Awarded to Suppliers,2024-03-08,77400,General Procurement - Goods
TPO000ETT18300063,22/4/2019,1496494.2,Awarded to Suppliers,2019-04-22,1496494.2,General Procurement - Services
TPO000ETT19300003,6/9/2019,5085906,Awarded to Suppliers,2019-09-06,5085906,PPP Procurement - DBFO
TPO000ETT19300004,8/7/2019,126000,Awarded to Suppliers,2019-07-08,126000,PPP Procurement - DBFO
TPO000ETT19300005,9/4/2019,129540,Awarded to Suppliers,2019-04-09,129540,Engineering Procurement - EPC
TPO000ETT19300006,9/6/2019,213000,Awarded to Suppliers,2019-06-09,213000,Engineering Procurement - Services
TPO000ETT19300007,17/6/2019,1839000,Awarded to Suppliers,2019-06-17,1839000,Engineering Procurement - Goods
TPO000ETT19300009,18/9/2019,3,Awarded by Items,2019-09-18,3,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,2,Awarded by Items,2019-09-18,2,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300009,18/9/2019,1,Awarded by Items,2019-09-18,1,Engineering Procurement - EPC
TPO000ETT19300010,25/9/2019,19311000,Awarded to Suppliers,2019-09-25,19311000,PPP Procurement - DBO
TPO000ETT19300013,18/6/2019,100940,Awarded to Suppliers,2019-06-18,100940,General Procurement - Goods
TPO000ETT19300014,14/7/2019,514878,Awarded to Suppliers,2019-07-14,514878,Engineering Procurement - Services
TPO000ETT19300015,12/6/2019,101148,Awarded to Suppliers,2019-06-12,101148,General Procurement - Goods
TPO000ETT19300016,9/9/2019,1141600,Awarded to Suppliers,2019-09-09,1141600,Engineering Procurement - Services
TPO000ETT19300017,9/9/2019,923000,Awarded to Suppliers,2019-09-09,923000,Engineering Procurement - Goods
TPO000ETT19300019,6/8/2019,89976,Awarded to Suppliers,2019-08-06,89976,General Procurement - Services
TPO000ETT19300020,9/9/2019,240000,Awarded to Suppliers,2019-09-09,240000,Engineering Procurement - Services
TPO000ETT19300021,31/10/2019,483291,Awarded to Suppliers,2019-10-31,483291,Engineering Procurement - EPC
TPO000ETT19300022,2/9/2019,43000,Awarded to Suppliers,2019-09-02,43000,PPP Procurement - DBO
TPO000ETT19300023,20/10/2019,766332,Awarded to Suppliers,2019-10-20,766332,Engineering Procurement - Services
TPO000ETT19300024,10/9/2019,91440,Awarded by Items,2019-09-10,91440,Engineering Procurement - EPC
TPO000ETT19300024,10/9/2019,224008,Awarded by Items,2019-09-10,224008,Engineering Procurement - EPC
TPO000ETT19300024,10/9/2019,88398,Awarded by Items,2019-09-10,88398,Engineering Procurement - EPC
TPO000ETT19300024,10/9/2019,197344,Awarded by Items,2019-09-10,197344,Engineering Procurement - EPC
TPO000ETT19300024,10/9/2019,43920,Awarded by Items,2019-09-10,43920,Engineering Procurement - EPC
TPO000ETT19300025,26/10/2019,141298,Awarded to Suppliers,2019-10-26,141298,PPP Procurement - DBFO
TPO000ETT19300026,30/12/2019,3075000,Awarded to Suppliers,2019-12-30,3075000,Engineering Procurement - Goods
TPO000ETT19300027,31/10/2019,46400,Awarded to Suppliers,2019-10-31,46400,General Procurement - Goods
TPO000ETT19300028,1/11/2019,435225,Awarded to Suppliers,2019-11-01,435225,General Procurement - Goods
TPO000ETT19300029,3/1/2020,20611999.63,Awarded to Suppliers,2020-01-03,20611999.63,Engineering Procurement - EPC
TPO000ETT19300031,7/1/2020,2540000,Awarded to Suppliers,2020-01-07,2540000,General Procurement - Goods
TPO000ETT19300035,23/1/2020,584740,Awarded to Suppliers,2020-01-23,584740,Engineering Procurement - Goods
TPO000ETT19300036,7/1/2020,74200,Awarded to Suppliers,2020-01-07,74200,General Procurement - Goods
TPO000ETT19300037,28/2/2020,1850000,Awarded to Suppliers,2020-02-28,1850000,General Procurement - Goods
TPO000ETT19300041,20/4/2020,132515,Awarded to Suppliers,2020-04-20,132515,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,70000,Awarded by Items,2020-06-22,70000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,20000,Awarded by Items,2020-06-22,20000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,130000,Awarded by Items,2020-06-22,130000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,40000,Awarded by Items,2020-06-22,40000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,40000,Awarded by Items,2020-06-22,40000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,20000,Awarded by Items,2020-06-22,20000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,7000,Awarded by Items,2020-06-22,7000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,7000,Awarded by Items,2020-06-22,7000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,40000,Awarded by Items,2020-06-22,40000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,70000,Awarded by Items,2020-06-22,70000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,50000,Awarded by Items,2020-06-22,50000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,20000,Awarded by Items,2020-06-22,20000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,20000,Awarded by Items,2020-06-22,20000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,46000,Awarded by Items,2020-06-22,46000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,40000,Awarded by Items,2020-06-22,40000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,80000,Awarded by Items,2020-06-22,80000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,10000,Awarded by Items,2020-06-22,10000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300002,22/6/2020,30000,Awarded by Items,2020-06-22,30000,PPP Procurement - DBO
TPO000ETT20300003,23/3/2020,70460,Awarded by Items,2020-03-23,70460,General Procurement - Goods
TPO000ETT20300003,23/3/2020,56261,Awarded by Items,2020-03-23,56261,General Procurement - Goods
TPO000ETT20300003,23/3/2020,19960,Awarded by Items,2020-03-23,19960,General Procurement - Goods
TPO000ETT20300007,10/4/2020,179999,Awarded to Suppliers,2020-04-10,179999,PPP Procurement - DBO
TPO000ETT20300008,23/4/2020,119000,Awarded to Suppliers,2020-04-23,119000,Engineering Procurement - EPC
TPO000ETT20300009,14/5/2020,433608,Awarded to Suppliers,2020-05-14,433608,Engineering Procurement - EPC
TPO000ETT20300010,29/4/2020,3137184,Awarded to Suppliers,2020-04-29,3137184,PPP Procurement - DBO
TPO000ETT20300012,26/8/2020,5374771,Awarded to Suppliers,2020-08-26,5374771,Engineering Procurement - EPC
TPO000ETT20300013,8/7/2020,57500,Awarded to Suppliers,2020-07-08,57500,Engineering Procurement - EPC
TPO000ETT20300014,21/8/2020,673600,Awarded by Items,2020-08-21,673600,Engineering Procurement - Services
TPO000ETT20300014,21/8/2020,2985000,Awarded by Items,2020-08-21,2985000,Engineering Procurement - Services
TPO000ETT20300015,3/7/2020,229664.67,Awarded to Suppliers,2020-07-03,229664.67,Engineering Procurement - EPC
TPO000ETT20300017,9/12/2020,75502320,Awarded to Suppliers,2020-12-09,75502320,General Procurement - Services
TPO000ETT20300018,28/10/2020,542860,Awarded to Suppliers,2020-10-28,542860,PPP Procurement - DBO
TPO000ETT20300019,2/11/2020,360900,Awarded to Suppliers,2020-11-02,360900,Engineering Procurement - EPC
TPO000ETT20300020,16/10/2020,348643,Awarded to Suppliers,2020-10-16,348643,Engineering Procurement - Goods
TPO000ETT20300021,27/11/2020,250000,Awarded to Suppliers,2020-11-27,250000,Engineering Procurement - EPC
TPO000ETT20300022,5/1/2021,2028231.2,Awarded to Suppliers,2021-01-05,2028231.2,PPP Procurement - DBO
TPO000ETT20300024,8/12/2020,280389.99,Awarded to Suppliers,2020-12-08,280389.99,General Procurement - Services
TPO000ETT20300025,16/12/2020,982000,Awarded to Suppliers,2020-12-16,982000,PPP Procurement - DBO
TPO000ETT20300026,8/1/2021,624834,Awarded to Suppliers,2021-01-08,624834,Engineering Procurement - EPC
TPO000ETT20300027,19/1/2021,111543,Awarded to Suppliers,2021-01-19,111543,General Procurement - Goods
TPO000ETT20300030,9/2/2021,176500,Awarded to Suppliers,2021-02-09,176500,Engineering Procurement - Services
TPO000ETT20300032,22/1/2021,333720,Awarded to Suppliers,2021-01-22,333720,Engineering Procurement - Services
TPO000ETT20300033,8/2/2021,1263854.64,Awarded to Suppliers,2021-02-08,1263854.64,PPP Procurement - DBO
TPO000ETT20300034,29/12/2020,176584,Awarded to Suppliers,2020-12-29,176584,Engineering Procurement - Services
TPO000ETT20300035,5/1/2021,182487,Awarded to Suppliers,2021-01-05,182487,Engineering Procurement - Goods
TPO000ETT20300036,18/2/2021,310170,Awarded to Suppliers,2021-02-18,310170,PPP Procurement - DBO
TPO000ETT20300037,7/3/2021,469900,Awarded to Suppliers,2021-03-07,469900,General Procurement - Goods
TPO000ETT20300039,1/3/2021,151310.5,Awarded to Suppliers,2021-03-01,151310.5,General Procurement - Goods
TPO000ETT21000001,24/9/2021,37152823.8,Awarded to Suppliers,2021-09-24,37152823.8,PPP Procurement - DBO
TPO000ETT21000003,11/5/2021,3749846,Awarded to Suppliers,2021-05-11,3749846,Engineering Procurement - Goods
TPO000ETT21000005,1/4/2021,23750,Awarded by Items,2021-04-01,23750,General Procurement - Goods
TPO000ETT21000005,1/4/2021,66500,Awarded by Items,2021-04-01,66500,General Procurement - Goods
TPO000ETT21000006,27/7/2021,1881200,Awarded to Suppliers,2021-07-27,1881200,PPP Procurement - DBFO
TPO000ETT21000007,9/4/2021,73125,Awarded to Suppliers,2021-04-09,73125,General Procurement - Goods
TPO000ETT21000008,6/5/2021,398239.35,Awarded to Suppliers,2021-05-06,398239.35,Engineering Procurement - EPC
TPO000ETT21000009,5/6/2021,657029,Awarded to Suppliers,2021-06-05,657029,Engineering Procurement - EPC
TPO000ETT21000010,19/8/2021,425850,Awarded to Suppliers,2021-08-19,425850,PPP Procurement - DBO
TPO000ETT21000011,6/8/2021,402612,Awarded to Suppliers,2021-08-06,402612,PPP Procurement - DBO
TPO000ETT21000012,7/6/2021,230082.5,Awarded to Suppliers,2021-06-07,230082.5,Engineering Procurement - EPC
TPO000ETT21000013,10/8/2021,127080,Awarded to Suppliers,2021-08-10,127080,PPP Procurement - DBO
TPO000ETT21000014,8/9/2021,694640,Awarded to Suppliers,2021-09-08,694640,Engineering Procurement - Goods
TPO000ETT21000015,18/6/2021,98010,Awarded to Suppliers,2021-06-18,98010,General Procurement - Goods
TPO000ETT21000016,22/7/2021,99011.4,Awarded to Suppliers,2021-07-22,99011.4,PPP Procurement - DBFO
TPO000ETT21000017,24/7/2021,108780,Awarded to Suppliers,2021-07-24,108780,General Procurement - Goods
TPO000ETT21000018,19/8/2021,105130,Awarded to Suppliers,2021-08-19,105130,PPP Procurement - DBO
TPO000ETT21000019,17/8/2021,241004,Awarded to Suppliers,2021-08-17,241004,PPP Procurement - DBO
TPO000ETT21000020,24/8/2021,166800,Awarded to Suppliers,2021-08-24,166800,PPP Procurement - DBO
TPO000ETT21000021,5/11/2021,203214,Awarded to Suppliers,2021-11-05,203214,Engineering Procurement - EPC
TPO000ETT21000022,2/9/2021,105894,Awarded to Suppliers,2021-09-02,105894,General Procurement - Services
TPO000ETT21000023,16/11/2021,72846,Awarded to Suppliers,2021-11-16,72846,Engineering Procurement - Services
TPO000ETT21000024,3/12/2021,164750,Awarded by Items,2021-12-03,164750,General Procurement - Goods
TPO000ETT21000024,3/12/2021,11800,Awarded by Items,2021-12-03,11800,General Procurement - Goods
TPO000ETT21000024,3/12/2021,2975,Awarded by Items,2021-12-03,2975,General Procurement - Goods
TPO000ETT21000025,23/2/2022,360000,Awarded to Suppliers,2022-02-23,360000,PPP Procurement - DBO
TPO000ETT21000026,3/12/2021,237620,Awarded to Suppliers,2021-12-03,237620,General Procurement - Services
TPO000ETT21000027,25/1/2022,234928,Awarded to Suppliers,2022-01-25,234928,PPP Procurement - DBO
TPO000ETT21000028,8/2/2022,970000,Awarded to Suppliers,2022-02-08,970000,Engineering Procurement - Goods
TPO000ETT21000029,6/3/2022,90161.04,Awarded by Items,2022-03-06,90161.04,PPP Procurement - DBO
TPO000ETT21000029,6/3/2022,1,Awarded by Items,2022-03-06,1,PPP Procurement - DBO
TPO000ETT21000030,23/2/2022,326400,Awarded to Suppliers,2022-02-23,326400,PPP Procurement - DBFO
TPO000ETT22000001,10/5/2022,1285061,Awarded to Suppliers,2022-05-10,1285061,Engineering Procurement - Goods
TPO000ETT22000002,11/5/2022,153036,Awarded to Suppliers,2022-05-11,153036,General Procurement - Goods
TPO000ETT22000003,22/6/2022,631800,Awarded to Suppliers,2022-06-22,631800,General Procurement - Goods
TPO000ETT22000004,18/4/2022,138900,Awarded to Suppliers,2022-04-18,138900,General Procurement - Goods
TPO000ETT22000006,10/6/2022,1260785,Awarded to Suppliers,2022-06-10,1260785,Engineering Procurement - Goods
TPO000ETT22000007,27/6/2022,5370000,Awarded to Suppliers,2022-06-27,5370000,Engineering Procurement - Goods
TPO000ETT22000008,23/5/2022,5864410,Awarded to Suppliers,2022-05-23,5864410,PPP Procurement - DBO
TPO000ETT22000009,16/9/2022,2428502.49,Awarded to Suppliers,2022-09-16,2428502.49,PPP Procurement - DBO
TPO000ETT22000010,25/8/2022,248720,Awarded to Suppliers,2022-08-25,248720,PPP Procurement - DBO
TPO000ETT22000011,18/8/2022,147092.5,Awarded to Suppliers,2022-08-18,147092.5,PPP Procurement - DBO
TPO000ETT22000012,11/8/2022,345000,Awarded to Suppliers,2022-08-11,345000,PPP Procurement - DBFO
TPO000ETT22000013,28/10/2022,3528000,Awarded to Suppliers,2022-10-28,3528000,Engineering Procurement - Goods
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000015,11/10/2022,1,Awarded by Items,2022-10-11,1,PPP Procurement - DBO
TPO000ETT22000016,23/8/2022,104040,Awarded to Suppliers,2022-08-23,104040,Engineering Procurement - Goods
TPO000ETT22000017,22/12/2022,70800,Awarded to Suppliers,2022-12-22,70800,Engineering Procurement - Services
TPO000ETT22000018,8/11/2022,779853.98,Awarded to Suppliers,2022-11-08,779853.98,PPP Procurement - DBO
TPO000ETT22000021,21/11/2022,229499,Awarded to Suppliers,2022-11-21,229499,PPP Procurement - DBO
TPO000ETT22000022,2/12/2022,520632.1,Awarded to Suppliers,2022-12-02,520632.1,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,50000,Awarded by Items,2023-05-03,50000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,100000,Awarded by Items,2023-05-03,105,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,50000,Awarded by Items,2023-05-03,50000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,220000,Awarded by Items,2023-05-03,220000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,20000,Awarded by Items,2023-05-03,20000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,30000,Awarded by Items,2023-05-03,30000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,50000,Awarded by Items,2023-05-03,50000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,150000,Awarded by Items,2023-05-03,150000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,10000,Awarded by Items,2023-05-03,10000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,15000,Awarded by Items,2023-05-03,15000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,15000,Awarded by Items,2023-05-03,15000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,10000,Awarded by Items,2023-05-03,10000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,80000,Awarded by Items,2023-05-03,80000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,180000,Awarded by Items,2023-05-03,180000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,210000,Awarded by Items,2023-05-03,210000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,110000,Awarded by Items,2023-05-03,110000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,20000,Awarded by Items,2023-05-03,20000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,20000,Awarded by Items,2023-05-03,20000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,50000,Awarded by Items,2023-05-03,50000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,100000,Awarded by Items,2023-05-03,105,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,20000,Awarded by Items,2023-05-03,20000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,15000,Awarded by Items,2023-05-03,15000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,45000,Awarded by Items,2023-05-03,45000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,20000,Awarded by Items,2023-05-03,20000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,30000,Awarded by Items,2023-05-03,30000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,40000,Awarded by Items,2023-05-03,40000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,40000,Awarded by Items,2023-05-03,40000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,200000,Awarded by Items,2023-05-03,205,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,10000,Awarded by Items,2023-05-03,10000,PPP Procurement - DBO
TPO000ETT22000023,3/5/2023,100000,Awarded by Items,2023-05-03,105,PPP Procurement - DBO
TPO000ETT22000024,24/2/2023,305424,Awarded to Suppliers,2023-02-24,305424,PPP Procurement - DBO
TPO000ETT22000025,7/2/2023,7458.58,Awarded by Items,2023-02-07,7458.58,General Procurement - Goods
TPO000ETT22000025,7/2/2023,46810.02,Awarded by Items,2023-02-07,46810.02,General Procurement - Goods
TPO000ETT22000025,7/2/2023,18300,Awarded by Items,2023-02-07,18300,General Procurement - Goods
TPO000ETT22000026,16/2/2023,295858,Awarded to Suppliers,2023-02-16,295858,General Procurement - Services
TPO000ETT22000027,21/12/2022,68780,Awarded to Suppliers,2022-12-21,68780,Engineering Procurement - Goods
TPO000ETT22000028,21/2/2023,116800,Awarded to Suppliers,2023-02-21,116800,PPP Procurement - DBO
TPO000ETT22000029,14/4/2023,1435000,Awarded to Suppliers,2023-04-14,1435000,Engineering Procurement - Goods
TPO000ETT23000002,17/2/2023,127581,Awarded to Suppliers,2023-02-17,127581,Engineering Procurement - Goods
TPO000ETT23000004,4/4/2023,191920,Awarded by Items,2023-04-04,191920,Engineering Procurement - EPC
TPO000ETT23000004,4/4/2023,87792,Awarded by Items,2023-04-04,87792,Engineering Procurement - EPC
TPO000ETT23000005,4/4/2023,148950,Awarded to Suppliers,2023-04-04,148950,PPP Procurement - DBO
TPO000ETT23000006,13/4/2023,1838228,Awarded to Suppliers,2023-04-13,1838228,PPP Procurement - DBO
TPO000ETT23000008,10/5/2023,69040,Awarded to Suppliers,2023-05-10,69040,PPP Procurement - DBO
TPO000ETT23000009,23/6/2023,247360,Awarded to Suppliers,2023-06-23,247360,General Procurement - Goods
TPO000ETT23000011,2/5/2023,348868,Awarded to Suppliers,2023-05-02,348868,PPP Procurement - DBO
TPO000ETT23000012,22/5/2023,6106,Awarded to Suppliers,2023-05-22,6106,PPP Procurement - DBO
TPO000ETT23000013,26/4/2023,429418,Awarded to Suppliers,2023-04-26,429418,Engineering Procurement - EPC
TPO000ETT23000014,14/8/2023,182285,Awarded to Suppliers,2023-08-14,182285,General Procurement - Goods
TPO000ETT23000016,8/8/2023,2340000,Awarded to Suppliers,2023-08-08,2340000,Engineering Procurement - Goods
TPO000ETT23000017,23/11/2023,2688870,Awarded to Suppliers,2023-11-23,2688870,PPP Procurement - DBO
TPO000ETT23000018,24/7/2023,114670.6,Awarded to Suppliers,2023-07-24,114670.6,PPP Procurement - DBO
