tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
NYP000ETT21000025,term contract for the supply and delivery of nursing laboratory consumables,Nanyang Polytechnic,1/6/2022,Awarded by Items,ST ENGINEERING SYNTHESIS PTE. LTD.,1
NYP000ETT21000025,term contract for the supply and delivery of nursing laboratory consumables,Nanyang Polytechnic,1/6/2022,Awarded by Items,STERIL MEDICAL PTE LTD,1
NYP000ETT21000025,term contract for the supply and delivery of nursing laboratory consumables,Nanyang Polytechnic,1/6/2022,Awarded by Items,TRANSMEDIC PTE LTD,1
NYP000ETT21000025,term contract for the supply and delivery of nursing laboratory consumables,Nanyang Polytechnic,1/6/2022,Awarded by Items,YEAP MEDICAL SUPPLIES PTE. LTD.,1
NYP000ETT21000025,term contract for the supply and delivery of nursing laboratory consumables,Nanyang Polytechnic,1/6/2022,Awarded by Items,ZUELLIG PHARMA PTE. LTD.,1
ITE000ETT19300014,term contract for the supply and sale of common uniforms for three ite colleges for the period from 1 dec 2019 to 30 nov 2021 with an option to extend for another two years,Institute of Technical Education,11/9/2019,Awarded by Items,ESTA PTE. LTD.,42
ITE000ETT19300014,term contract for the supply and sale of common uniforms for three ite colleges for the period from 1 dec 2019 to 30 nov 2021 with an option to extend for another two years,Institute of Technical Education,11/9/2019,Awarded by Items,HONG HENG INDUSTRIES PRIVATE LIMITED,34
ITE000ETT19300014,term contract for the supply and sale of common uniforms for three ite colleges for the period from 1 dec 2019 to 30 nov 2021 with an option to extend for another two years,Institute of Technical Education,11/9/2019,Awarded by Items,SING INTERNATIONAL (S) PTE. LTD.,116
LTA000ETT19300131,term contract for trial trenches,Land Transport Authority,17/2/2020,Awarded to Suppliers,KIM TIONG HUAT CONTRACTOR PTE LTD,1382215
LTA000ETT20300048,term contract for trial trenches,Land Transport Authority,13/7/2020,Awarded to Suppliers,CITI CONSTRUCTION & ENGINEERING PTE. LTD.,176877
LTA000ETT22000024,term contract for trial trenches,Land Transport Authority,22/7/2022,Awarded to Suppliers,KIM TIONG HUAT CONTRACTOR PTE LTD,1858153
LTA000ETT19300205,term contract for trial trenches for a period of 3 years,Land Transport Authority,3/8/2020,Awarded by Items,CITI CONSTRUCTION & ENGINEERING PTE. LTD.,2746250
LTA000ETT19300205,term contract for trial trenches for a period of 3 years,Land Transport Authority,3/8/2020,Awarded by Items,KIM TIONG HUAT CONTRACTOR PTE LTD,1698750
ITE000ETT19300034,term contract to supply  deliver small quantity food catering services to ite,Institute of Technical Education,29/10/2019,Awarded by Items,D'FINE CATERING SERVICES PTE LTD,23
ITE000ETT19300034,term contract to supply  deliver small quantity food catering services to ite,Institute of Technical Education,29/10/2019,Awarded by Items,K G CATERING PTE. LTD.,23
JTC000ETT21000071,term contracts for factory unit reinstatement works at various jtc industrial properties under central  east zones for one year,Jurong Town Corporation,9/11/2021,Awarded by Items,ESPIRIT BUILDING & ENGINEERING PTE. LTD.,1
JTC000ETT21000071,term contracts for factory unit reinstatement works at various jtc industrial properties under central  east zones for one year,Jurong Town Corporation,9/11/2021,Awarded by Items,KJS CONSTRUCTION PTE LTD,1
MOE000ETT23000050,term contracts to supply and install fullheight turnstiles and automated roller shutters at moe sites for a period of twentyfour 24 months,Ministry of Education,8/2/2024,Awarded by Items,KJS CONSTRUCTION PTE LTD,7040260
MOE000ETT23000050,term contracts to supply and install fullheight turnstiles and automated roller shutters at moe sites for a period of twentyfour 24 months,Ministry of Education,8/2/2024,Awarded by Items,SH INTEGRATED SERVICES PTE. LTD.,6672000
MOE000ETT23000050,term contracts to supply and install fullheight turnstiles and automated roller shutters at moe sites for a period of twentyfour 24 months,Ministry of Education,8/2/2024,Awarded by Items,SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,7620210
NST000ETT18300116,the advanced flip chip bonder is used for accurately placing chips on 12 wafer in fanout waferlevelpackaging fowlp integration the wafer level wire bonder is used for forming cu vertical wire on 12 wafer in fowlp integration for package on package pop applications,"Agency for Science, Technology and Research",10/4/2019,Awarded by Items,KULICKE & SOFFA PTE. LTD.,390934.5
NST000ETT18300116,the advanced flip chip bonder is used for accurately placing chips on 12 wafer in fanout waferlevelpackaging fowlp integration the wafer level wire bonder is used for forming cu vertical wire on 12 wafer in fowlp integration for package on package pop applications,"Agency for Science, Technology and Research",10/4/2019,Awarded by Items,YAMAHA ROBOTICS ASIA PTE. LTD.,958348.33
NST000ETT21000169,the appointment of an insurance broker for agency for science technology and research astar for 3 years with an option to renew for 1 year,"Agency for Science, Technology and Research",29/3/2022,Awarded by Items,HOWDEN INSURANCE BROKERS (S.) PTE. LIMITED,7
NST000ETT21000169,the appointment of an insurance broker for agency for science technology and research astar for 3 years with an option to renew for 1 year,"Agency for Science, Technology and Research",29/3/2022,Awarded by Items,MARSH (SINGAPORE) PTE. LTD.,9
PAS000ETT23000074,the contractor should provide a set of waterbased inflatables and paddle boats with manpower and lifeguards snacks and game booths collectively known as water carnival package for a period of twenty four 24 months,People's Association,4/10/2023,Awarded by Items,CARNIVAL WIZ PTE. LTD.,616000
PAS000ETT23000074,the contractor should provide a set of waterbased inflatables and paddle boats with manpower and lifeguards snacks and game booths collectively known as water carnival package for a period of twenty four 24 months,People's Association,4/10/2023,Awarded by Items,JNR ENTERTAINMENT PRIVATE LIMITED,280000
PAS000ETT19300179,the contractor should provide a set of waterbased inflatables and paddle boats with manpower and lifeguards snacks and game booths for a period of twentyfour 24 months,People's Association,22/11/2019,Awarded by Items,CARNIVAL WIZ PTE. LTD.,192000
PAS000ETT19300179,the contractor should provide a set of waterbased inflatables and paddle boats with manpower and lifeguards snacks and game booths for a period of twentyfour 24 months,People's Association,22/11/2019,Awarded by Items,JNR ENTERTAINMENT PRIVATE LIMITED,132000
NST000ETT21000178,the description of the software maintenance and services to be procured are as follows 1item a software maintenance for upgrade and support for existing bundle of electronic design automation eda tools 2item b hardware calibration services for existing bundle of electronics testing tools 3item c hardware repair coverage services for existing bundle of electronics testing tools,"Agency for Science, Technology and Research",25/1/2022,Awarded by Items,KEYSIGHT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,288473.24
NST000ETT21000178,the description of the software maintenance and services to be procured are as follows 1item a software maintenance for upgrade and support for existing bundle of electronic design automation eda tools 2item b hardware calibration services for existing bundle of electronics testing tools 3item c hardware repair coverage services for existing bundle of electronics testing tools,"Agency for Science, Technology and Research",25/1/2022,Awarded by Items,MICRO PRECISION CALIBRATION PTE. LTD.,61864
MOE000ETT21000015,the el ept is a necessary selection instrument for the recruitment centre rec to recruit from a wider pool of applicants who may have the language proficiency but do not meet the requisite el grades,Ministry of Education,14/6/2021,Awarded to Suppliers,SEAMEO REGIONAL LANGUAGE CENTRE,344110
MOE000ETT22000078,the el ept is a necessary selection instrument for the recruitment centre rec to recruit from a wider pool of applicants who may have the language proficiency but do not meet the requisite el grades,Ministry of Education,20/3/2023,Awarded to Suppliers,SEAMEO REGIONAL LANGUAGE CENTRE,371280
MOMHQ0ETT19300001,the government co ministry of manpower seeks to appoint a panel of law firms pursuant to this tender for the purpose of assisting the government in its debt recovery efforts,Ministry of Manpower-Ministry Headquarter,20/11/2019,Awarded by Items,ADSAN LAW LLC,50000
MOMHQ0ETT19300001,the government co ministry of manpower seeks to appoint a panel of law firms pursuant to this tender for the purpose of assisting the government in its debt recovery efforts,Ministry of Manpower-Ministry Headquarter,20/11/2019,Awarded by Items,LEE & LEE,50000
MOMHQ0ETT19300001,the government co ministry of manpower seeks to appoint a panel of law firms pursuant to this tender for the purpose of assisting the government in its debt recovery efforts,Ministry of Manpower-Ministry Headquarter,20/11/2019,Awarded by Items,WONGPARTNERSHIP LLP,50000
SSC000ETT23000021,the procurement of equipment for active health lab readiness,Singapore Sports Council (Sport Singapore),28/6/2023,Awarded by Items,SMITECH (ASIA) PTE LTD,166300
SSC000ETT23000021,the procurement of equipment for active health lab readiness,Singapore Sports Council (Sport Singapore),28/6/2023,Awarded by Items,Vald Performance (Intl) Pty Ltd,16350
FINVITETT21000009,the provision of 20212022 northern hemisphere flu vaccinaton to public officers within government agencies and participating entities,Ministry of Finance - Vital,8/10/2021,Awarded by Items,LIVINGSTONE HEALTH LTD.,213000
FINVITETT21000009,the provision of 20212022 northern hemisphere flu vaccinaton to public officers within government agencies and participating entities,Ministry of Finance - Vital,8/10/2021,Awarded by Items,PARKWAY SHENTON PTE LTD,189333.33
FINVITETT21000009,the provision of 20212022 northern hemisphere flu vaccinaton to public officers within government agencies and participating entities,Ministry of Finance - Vital,8/10/2021,Awarded by Items,RAFFLES MEDICAL GROUP LTD,227200
HLTHQ0ETT23000027,the provision of courier services for biological samples medical supplies and documents to ministry of health moh moh itt a082023,Ministry of Health-Ministry Headquarter,17/1/2024,Awarded by Items,GIS HEALTHCARE COURIERS PTE. LTD.,504000
HLTHQ0ETT23000027,the provision of courier services for biological samples medical supplies and documents to ministry of health moh moh itt a082023,Ministry of Health-Ministry Headquarter,17/1/2024,Awarded by Items,XDEL SINGAPORE PTE LTD,593760
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,ACUMEN DIAGNOSTICS PTE. LTD.,498817.62
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,FULLERTON HEALTHCARE GROUP PTE. LIMITED,553629.4
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,HEALTHWAY MEDICAL GROUP PTE LTD,461005
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,MHC MEDICAL NETWORK PTE. LTD.,12
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,MINMED GROUP PTE. LTD.,328548.5
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,PANCARE MEDICAL CLINIC PTE. LTD.,347991.2
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,RAFFLES MEDICAL GROUP LTD,635535.5
HLTHQ0ETT22000042,the provision of covid19 testing covid19 vaccination and other related services,Ministry of Health-Ministry Headquarter,28/9/2022,Awarded by Items,THOMSON MEDICAL PTE. LTD.,688266.8
MUI000ETT21000007,the provision of legal services to majlis ugama islam singapura muis for a period of three 3 years with the option to extend for a further period of two 2 years,Majlis Ugama Islam Singapura,25/2/2022,Awarded by Items,ALLEN & GLEDHILL LLP,4
MUI000ETT21000007,the provision of legal services to majlis ugama islam singapura muis for a period of three 3 years with the option to extend for a further period of two 2 years,Majlis Ugama Islam Singapura,25/2/2022,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,4
MUI000ETT21000007,the provision of legal services to majlis ugama islam singapura muis for a period of three 3 years with the option to extend for a further period of two 2 years,Majlis Ugama Islam Singapura,25/2/2022,Awarded by Items,GATEWAY LAW CORPORATION,4
MUI000ETT21000007,the provision of legal services to majlis ugama islam singapura muis for a period of three 3 years with the option to extend for a further period of two 2 years,Majlis Ugama Islam Singapura,25/2/2022,Awarded by Items,K&L GATES STRAITS LAW LLC,4
MUI000ETT21000007,the provision of legal services to majlis ugama islam singapura muis for a period of three 3 years with the option to extend for a further period of two 2 years,Majlis Ugama Islam Singapura,25/2/2022,Awarded by Items,LEGIS POINT LLC,4
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,3160
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,ALLEN & GLEDHILL LLP,3146
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,1500
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,KELVIN CHIA PARTNERSHIP,2200
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,LEE & LEE,2700
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,RAJAH & TANN SINGAPORE LLP,3240
HLTHQ0ETT22000031,the provision of legal services to the ministry of health,Ministry of Health-Ministry Headquarter,22/9/2022,Awarded by Items,WONGPARTNERSHIP LLP,3200
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,BIRD & BIRD ATMD LLP,47857.15
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,BRADDELL BROTHERS LLP,47857.15
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,47857.14
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,HARRY ELIAS PARTNERSHIP LLP,47857.14
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,LEE & LEE,47857.14
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,RHTLAW ASIA LLP,47857.14
PAS000ETT20300024,the provision of legal services to the peoples association for a period of two 2 years with the option to extend for a further period of two 2 years,People's Association,13/4/2020,Awarded by Items,WONGPARTNERSHIP LLP,47857.14
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,ALLEN & GLEDHILL LLP,375000
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,BIRD & BIRD ATMD LLP,75000
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,75000
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,HARRY ELIAS PARTNERSHIP LLP,75000
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,LEE & LEE,75000
PAS000ETT22000215,the provision of legal services to the peoples association for a period of two year with an option to extend for another 2 years and an option for retainer for noncontentious building  construction and intellectual property matters,People's Association,19/1/2023,Awarded by Items,WONGPARTNERSHIP LLP,75000
MOE000ETT20300096,the provision of maintenance and support for software and hardware,Ministry of Education,2/6/2021,Awarded by Items,FUJITSU ASIA PTE LTD,1121045.77
MOE000ETT20300096,the provision of maintenance and support for software and hardware,Ministry of Education,2/6/2021,Awarded by Items,NCS PTE. LTD.,3140326.13
SPC000ETT19300017,the provision of period contract for maintenance and servicing of pool filtration system to sport singapore swimming complexes for a period of three 3 years,Singapore Sports Council (Sport Singapore) - SPC,26/7/2019,Awarded by Items,MODERN POOLS PTE. LTD.,163880
SPC000ETT19300017,the provision of period contract for maintenance and servicing of pool filtration system to sport singapore swimming complexes for a period of three 3 years,Singapore Sports Council (Sport Singapore) - SPC,26/7/2019,Awarded by Items,WATERLAND SERVICES PTE. LTD.,77721.66
HSA000ETT22000059,the provision of preventive maintenance for 124 units of laboratory instruments at blood services group,Health Sciences Authority,22/12/2022,Awarded by Items,FILLIPACE ENGINEERING,150400
HSA000ETT22000059,the provision of preventive maintenance for 124 units of laboratory instruments at blood services group,Health Sciences Authority,22/12/2022,Awarded by Items,UNITED SCIENTIFIC EQUIPMENT PTE LTD,35440
HLTHQ0ETT23000043,the provision of rooms to use as multi purpose community isolation facilities mpcif,Ministry of Health-Ministry Headquarter,5/1/2024,Awarded by Items,GP HOTEL MANAGEMENT PTE. LTD.,9824
HLTHQ0ETT23000043,the provision of rooms to use as multi purpose community isolation facilities mpcif,Ministry of Health-Ministry Headquarter,5/1/2024,Awarded by Items,WORLDWIDE HOTELS MANAGEMENT (H) PTE. LTD.,4353
HSA000ETT23000079,the provision of storage services for forensic medicine health sciences authority,Health Sciences Authority,28/3/2024,Awarded by Items,IRON MOUNTAIN SINGAPORE PTE. LTD.,157824
HSA000ETT23000079,the provision of storage services for forensic medicine health sciences authority,Health Sciences Authority,28/3/2024,Awarded by Items,WSH EXPERTS PTE. LTD.,22232
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,108 GROWTH PARTNERS PTE. LTD.,61000
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,BINOMIAL PTE. LTD.,72000
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,EMPACT PTE. LTD.,50000
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,IDEACTIO PTE. LTD.,64000
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,ORCADESIGN CONSULTANTS PTE. LTD.,64600
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,RHINDON PTE. LTD.,56350
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,SAVANT DEGREES PTE. LTD.,70100
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,TANGIBLE PTE. LTD.,88800
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,THE CURIOUS PEOPLE SOLUTIONS PTE. LTD.,71800
NAC000ETT22000005,the sector transformation fund stf provides support for arts companies transformation efforts as part of the endtoend support for companies throughout the transformation journey stf includes a consultancy support stage to identify problem statements and develop strategies within arts companies and nac will be appointing a stf panel of consultants to provide these services please refer to annex c  requirements specifications for more details,National Arts Council,25/8/2022,Awarded by Items,THE OS COLLECTIVE PTE. LTD.,129750
HSA000ETT21000014,the supply collect transport and disposal of pretreated biohazard effluent waste in 1000l intermediate bulk container ibc for health sciences authority,Health Sciences Authority,29/5/2021,Awarded to Suppliers,AROMA CHEMICAL PRIVATE LIMITED,204500
HSA000ETT22000009,the supply collect transport and disposal of pretreated biohazard effluent waste in 1000l intermediate bulk container ibc for health sciences authority,Health Sciences Authority,8/6/2022,Awarded to Suppliers,AROMA CHEMICAL PRIVATE LIMITED,409000
MOMWPDETT20300001,the supply delivery support of software for work permit online wpol and integrated work permit system iwps technology refresh with an option for maintenance of software,Ministry of Manpower - Work Pass Division,16/6/2021,Awarded by Items,DXC TECHNOLOGY SERVICES SINGAPORE PTE. LTD.,1172138
MOMWPDETT20300001,the supply delivery support of software for work permit online wpol and integrated work permit system iwps technology refresh with an option for maintenance of software,Ministry of Manpower - Work Pass Division,16/6/2021,Awarded by Items,FAIR ISAAC (ASPAC) PTE. LTD.,1752000
DEF000ETT19300026,there is a requirement for a period contract for travel related services chartered flight land transportation and educational tour package including land transportation accommodation and enroute meals and cargo management services inland transportation and biosecurity clearancefor firm five years with option to extend for up to another five years,Ministry of Defence,11/9/2019,Awarded by Items,FORTUNE TRAVEL PTE LTD,5354388.32
DEF000ETT19300026,there is a requirement for a period contract for travel related services chartered flight land transportation and educational tour package including land transportation accommodation and enroute meals and cargo management services inland transportation and biosecurity clearancefor firm five years with option to extend for up to another five years,Ministry of Defence,11/9/2019,Awarded by Items,GLOBAL TRAVEL PTE LTD,5747278.92
DEF000ETT19300026,there is a requirement for a period contract for travel related services chartered flight land transportation and educational tour package including land transportation accommodation and enroute meals and cargo management services inland transportation and biosecurity clearancefor firm five years with option to extend for up to another five years,Ministry of Defence,11/9/2019,Awarded by Items,PACIFIC ARENA PTE. LTD.,918443.37
DEF000ETT19300026,there is a requirement for a period contract for travel related services chartered flight land transportation and educational tour package including land transportation accommodation and enroute meals and cargo management services inland transportation and biosecurity clearancefor firm five years with option to extend for up to another five years,Ministry of Defence,11/9/2019,Awarded by Items,PACIFIC-AIRLIFT (SINGAPORE) PTE LTD,17384983.5
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,ACE TOURS & TRAVEL PTE. LTD.,6230
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,AMAZING EXPLORER PTE. LTD.,1250
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,EU HOLIDAYS PTE. LTD.,6230
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,GLOBAL INTERNATIONAL TRAVEL PTE. LTD.,15550
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,GLOBAL TRAVEL EXPERTS PTE. LTD.,12846
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,GOLDEN TRAVEL SERVICES PTE LTD,10675
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,ISE TRAVEL PTE. LTD.,3010
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,JTB PTE LTD,2818
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,KIM TRAVEL SERVICE (PTE.) LTD.,780
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,NAM HO TRAVEL SERVICE (SINGAPORE) PRIVATE LIMITED,10340
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,PAC-WEST TRAVEL (S) PTE LTD,10070
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,PJE GROUP PTE. LTD.,11380
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,SIAM EXPRESS PTE. LTD.,4056
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,THE EXPERIENCES FIRM PTE. LTD.,7160
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,TRANSINEX PTE LTD,2066
MOE000ETT23000028,this is a tender for a master contract for the provision for travelrelated services for school overseas programmes for a period of five 5 years,Ministry of Education,27/7/2023,Awarded by Items,YOLO TRAVEL & TOURS PTE. LTD.,8900
FINCEDETT22000003,this is an electronic gpacovered open tender for the supply registration and delivery of five 5 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,30/9/2022,Awarded by Items,CYCLE & CARRIAGE KIA PTE LTD,74000
FINCEDETT22000003,this is an electronic gpacovered open tender for the supply registration and delivery of five 5 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,30/9/2022,Awarded by Items,TAN CHONG MOTOR SALES PTE LTD,44600
FINCEDETT22000003,this is an electronic gpacovered open tender for the supply registration and delivery of five 5 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,30/9/2022,Awarded by Items,TRANS EUROKARS PTE LTD,83776
FINCEDETT19300010,this is an electronic gpacovered open tender for the supply registration and delivery of six 6 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,29/8/2019,Awarded by Items,CYCLE & CARRIAGE KIA PTE LTD,80000
FINCEDETT19300010,this is an electronic gpacovered open tender for the supply registration and delivery of six 6 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,29/8/2019,Awarded by Items,KOMOCO MOTORS PTE LTD,98000
FINCEDETT19300010,this is an electronic gpacovered open tender for the supply registration and delivery of six 6 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,29/8/2019,Awarded by Items,TRANS EUROKARS PTE LTD,105776
FINCEDETT20300003,this is an electronic gpacovered open tender for the supply registration and delivery of two 2 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,10/6/2020,Awarded by Items,CYCLE & CARRIAGE KIA PTE LTD,40000
FINCEDETT20300003,this is an electronic gpacovered open tender for the supply registration and delivery of two 2 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,10/6/2020,Awarded by Items,TRANS EUROKARS PTE LTD,52888
FINCEDETT20300008,this is an electronic gpacovered open tender for the supply registration and delivery of two 2 units of motor vehicles for singapore customs,Ministry of Finance - Singapore Customs,26/10/2020,Awarded to Suppliers,KOMOCO MOTORS PTE LTD,106800
