tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt,tender_clean,topic,gamma,LDA_Category
NPB000ETT20300096,threeyear period contract for the delivery and supply of serology test reagents and kits,National Parks Board,31/8/2021,Awarded by Items,BIO-RAD LABORATORIES (SINGAPORE) PTE LTD,2932.8,threeyear  contract   delivery    serology test reagents  kits,2,0.6188341502757255,General Procurement - Services
ESG000ETT22000015,provision of snacks and beverage vending machine service and rental of vending machine,Enterprise Singapore,31/10/2022,Awarded to Suppliers,LE TACH VENDING PTE. LTD.,776533,provision  snacks  beverage vending machine   rental  vending machine,5,0.9555669708078712,Engineering Procurement - EPC
MOMLINETT21000002,supply delivery installation testing commissioning of body worn cameras and a body worn camera system with options for additional scopes of work,Ministry of Manpower - Foreign Manpower Management Division,15/3/2022,Awarded to Suppliers,SOLO PTE. LTD.,2392542.45, delivery installation testing commissioning  body worn cameras   body worn camera system  options  additional scopes  work,7,0.9757148979924825,PPP Procurement - DBFO
IRA000ETT20300009,contract for mobile data subscription plans with and without ipads,Inland Revenue Authority of Singapore,7/10/2020,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,50274,contract  mobile data subscription plans   without ipads,5,0.8151377765305251,Engineering Procurement - EPC
PUB000ETT20300298,conduct of onsite and offsite covid19 screening and flu vaccination,Public Utilities Board,19/2/2021,Awarded to Suppliers,KPJ BANDAR DATO' ONN SPECIALIST HOSPITAL,382674.6,conduct  onsite  offsite covid screening  flu vaccination,3,0.5886407739515911,Engineering Procurement - Goods
PAS000ETT20300027,engagement of artistic director conductors n composer for tps for a period of 2 years,People's Association,28/4/2020,Awarded by Items,LIONG KIT YENG,85000,engagement  artistic director conductors n composer  tps     years,2,0.8272242004253859,General Procurement - Services
MOE000ETT21000052,appointment of contractor for the provision of event management services and venue for the 2022 national school games nsg golf championships under the singapore primary schools sports council spssc and singapore schools sports council sssc with options to further provide event management services and venue for 2023 nsg golf championships and 2024 nsg golf championships,Ministry of Education,23/11/2021,Awarded to Suppliers,LLD SPORTS DEVELOPMENT AND MANAGEMENT,208800,appointment  contractor   provision  event management services  venue   national school games nsg golf championships    primary schools sports council spssc   schools sports council sssc  options    event management services  venue  nsg golf championships  nsg golf championships,3,0.868364010628438,Engineering Procurement - Goods
HLTHQ0ETT21000049,invitation to tender for soil investigation services for the proposed colocated development of a nursing home and polyclinic at bidadari singapore,Ministry of Health-Ministry Headquarter,18/1/2022,Awarded to Suppliers,KIMARO GEOTECHNICAL ENGINEERING PTE. LTD.,161880,invitation  tender  soil investigation services   proposed colocated development   nursing home  polyclinic  bidadari ,6,0.9698571208878397,PPP Procurement - DBO
HPB000ETT22000020,fnat2122 invitation to tender for the provision of external audit services and agreedupon procedures to health promotion board for fy202324 with option to extend one year for fy202425,Health Promotion Board,31/1/2023,Awarded to Suppliers,BDO LLP,178800,fnat invitation  tender   provision  external audit services  agreedupon procedures  health promotion board  fy        fy,6,0.7548335789315239,PPP Procurement - DBO
CDVHQ0ETT22000030,invitation to tender for the proposed interior fitout to existing blk 40 margaret drive skyresidence at dawson,Ministry of Social and Family Development - Ministry Headquarter,30/3/2023,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,745000,invitation  tender   proposed interior fitout  existing blk margaret drive skyresidence  dawson,1,0.7729303425621703,General Procurement - Goods
FOR000ETT20300062,procurement of services for building condition survey of chancery residence apartments ancillary buildings and amenities at the singapore embassy in beijing prcprovision of services for modification of the coldhot water treatment system at the official residence of the embassy of the republic of singapore in beijing china,Ministry of Foreign Affairs,12/5/2021,Awarded to Suppliers,Squire Mech (Shanghai) Co Ltd.,70882.2,  services  building condition survey  chancery residence apartments ancillary buildings  amenities    embassy  beijing prcprovision  services  modification   coldhot water treatment system   official residence   embassy   republic    beijing china,1,0.9404762785251061,General Procurement - Goods
NST000ETT21000148,to supply and deliver the hardware items including project management as well as professional services such as installation integration commissioning maintain it network system for simtech office and laboratories at cleantech 2b ct2b building to ensure that simtech and astar staff can connect back from ct2b office and labs through artc to access astar resources,"Agency for Science, Technology and Research",24/12/2021,Awarded to Suppliers,TERRABIT NETWORKS PTE. LTD.,496420,   deliver  hardware items  project management  well  professional services   installation integration commissioning maintain  network system  simtech office  laboratories  cleantech b ctb building  ensure  simtech  astar staff can connect back  ctb office  labs  artc  access astar resources,2,0.6129608624460923,General Procurement - Services
MOE000ETT19300047,civil  structural engineering consultancy services for the redevelopment of an existing education institution site 3,Ministry of Education,23/8/2019,Awarded to Suppliers,RSP ARCHITECTS PLANNERS & ENGINEERS (PTE) LTD,0.91,civil structural engineering consultancy services   redevelopment   existing education institution site ,5,0.96408116942209,Engineering Procurement - EPC
HLTHQ0ETT22000054,moh invites firms to tender for the provision of mealsonwheels services in the geographic regions,Ministry of Health-Ministry Headquarter,6/4/2023,Awarded by Items,Bethesda Care Services,1,moh invites firms  tender   provision  mealsonwheels services   geographic regions,4,0.9602751701833084,Engineering Procurement - Services
HDB000ETT20300251,provision of management services contract 14,Housing and Development Board,14/4/2021,Awarded to Suppliers,A PLUS ENGRG & SERVICES PTE. LTD.,18900,provision  management services contract ,3,0.5871607291631147,Engineering Procurement - Goods
NHB000ETT23000014,proposed conservation and restoration works to the existing monument block of the national museum building at 93 stamford road,National Heritage Board,20/2/2024,Awarded to Suppliers,LUM CHANG INTERIOR PTE. LTD.,18888888,proposed conservation  restoration works   existing monument block   national museum building  stamford road,1,0.8749490449802602,General Procurement - Goods
CCY000ETT21000004,provision of hotline services for a period of two years with the option to extend for another one year,"Ministry of Culture, Community and Youth - Ministry Headquarter",4/5/2021,Awarded to Suppliers,CONNECT CENTRE PTE. LTD.,480000,provision  hotline services      years         ,4,0.915513578421163,Engineering Procurement - Services
NPO000ETT21000028,tender ref npfin2621 grf ref fin210006 management of a global balanced investment portfolio for ngee ann polytechnic,Ngee Ann Polytechnic,28/12/2021,Awarded by Items,FULLERTON FUND MANAGEMENT COMPANY LTD.,1,tender ref npfin grf ref fin management   global balanced investment portfolio  ngee ann polytechnic,6,0.8743011162757036,PPP Procurement - DBO
MHA00003000002481,provision of waste disposal services for pulau tekong and pulau brani,Ministry of Home Affairs - Ministry Headquarter 1,18/11/2019,Award by interface record,BNL WASTE MANAGEMENT PTE. LTD.,226800,provision  waste disposal services  pulau tekong  pulau brani,7,0.691606982052573,PPP Procurement - DBFO
URA000ETT20300030,request for proposal to design curate produce and transport the presidents design award 2020 exhibition,Urban Redevelopment Authority,1/4/2021,Awarded to Suppliers,PICO ART INTERNATIONAL PTE. LTD.,118100,request  proposal  design curate produce  transport  presidents design award exhibition,6,0.9640811836320814,PPP Procurement - DBO
FOR000ETT22000035,provision of safety films for the embassy of the republic of singapore  yangon myanmar,Ministry of Foreign Affairs,5/9/2022,Awarded to Suppliers,Myint Motidev Company limited,97140.17,provision  safety films   embassy   republic   yangon myanmar,1,0.7648751746703568,General Procurement - Goods
MOE000ETT22000079,term contract for provision of mechanical  electrical systems maintenance and additions  alteration works to sites for a period of fortyeight 48 months with an option to extend for twelve 12 months,Ministry of Education,22/5/2023,Awarded by Items,DIGO CORPORATION PTE. LTD.,39559900,term contract  provision  mechanical electrical systems maintenance  additions alteration works  sites     fortyeight months       twelve months,3,0.7738891752612794,Engineering Procurement - Goods
SLA000ETT20300019,invitation to tender for the appointment of managing agent for the management of state properties,Singapore Land Authority,13/3/2021,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,13069008,invitation  tender   appointment  managing agent   management  state properties,3,0.7812669897821304,Engineering Procurement - Goods
DEF000ETT21000033,provision of trunked radio services airtime,Ministry of Defence,21/6/2021,Awarded to Suppliers,GRID COMMUNICATIONS PTE. LTD.,777600,provision  trunked radio services airtime,4,0.9310516678447558,Engineering Procurement - Services
HSA000ETT21000051,invitation to tender for the supply and delivery of vials caps and inserts for firm 1 year with option to exercise for another 4 years on biyearly basis,Health Sciences Authority,31/3/2022,Awarded by Items,AGILENT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,56341.2,invitation  tender     delivery  vials caps  inserts  firm     exercise   years  biyearly basis,3,0.8660739270469113,Engineering Procurement - Goods
TPO000ETT23000044,tporeq2023007219ak  invitation to tender for onpremise servers storage and backup system,Temasek Polytechnic,8/3/2024,Awarded to Suppliers,NCS PTE. LTD.,3487331,tporeqak invitation  tender  onpremise servers storage  backup system,6,0.9555669661014142,PPP Procurement - DBO
JUDSUPETT20300010,itt for the supply delivery support of software progress sitefinity web content management system enterprise edition license with onetime installation in user acceptance test and production environment and an option for maintenance of software,Judiciary-Supreme Court,23/11/2020,Awarded to Suppliers,SIMPLE SOLUTION SYSTEMS PTE. LTD.,158417.66,itt    delivery support  software progress sitefinity web content management system enterprise  license  onetime installation  user acceptance test  production environment     maintenance  software,4,0.6908827053680654,Engineering Procurement - Services
STB000ETT20300042,tender for the provision of guaranteed energy savings performance contracting services for singapore tourism board,Singapore Tourism Board,3/3/2021,Awarded to Suppliers,AIRELATED SERVICES PTE. LTD.,1688333,tender   provision  guaranteed energy savings performance contracting services   tourism board,3,0.9640811718163536,Engineering Procurement - Goods
ESG000ETT22000022,appointment of vendor to provide office renovation works at shanghai singapore centre shanghai sc,Enterprise Singapore,30/3/2023,Awarded to Suppliers,Prowise (suzhou) Construction Technology CO.Ltd.,752600.7,appointment  vendor   office renovation works  shanghai  centre shanghai sc,3,0.6024112208977231,Engineering Procurement - Goods
LTA000ETT19300062,ground vibration study,Land Transport Authority,27/12/2019,Awarded to Suppliers,WITTEVEEN+BOS SOUTH-EAST ASIA PTE. LTD.,347400,ground vibration study,6,0.8909348946174703,PPP Procurement - DBO
INDMGSETT23000001,provision of application development and maintenance services of student and resource management system in methodist girls school secondary,Methodist Girls' School (Secondary),2/1/2024,Awarded to Suppliers,NCODE CONSULTANT PTE LTD,239880,provision  application development  maintenance services  student  resource management system  methodist girls school secondary,2,0.4177155946932671,General Procurement - Services
ITE000ETT22000026,citea2200423sdmsupply and delivery of digital wireless microphone  line array speaker system with accessories,Institute of Technical Education,25/11/2022,Awarded to Suppliers,CONCEPT SYSTEMS TECHNOLOGIES PTE. LTD.,258419,citeasdmsupply  delivery  digital wireless microphone line array speaker system  accessories,2,0.8352702354731738,General Procurement - Services
JTC000ETT23000110,comprehensive maintenance for nonproprietary systems at jurong island checkpoint and pulau damar laut checkpoint for 24 months,Jurong Town Corporation,21/12/2023,Awarded to Suppliers,TJ SYSTEMS (S) PTE LTD,519384,comprehensive maintenance  nonproprietary systems  jurong island checkpoint  pulau damar laut checkpoint  months,7,0.6481109010683741,PPP Procurement - DBFO
TPO000ETT22000028,supply delivery installation and commissioning of concrete 3d printing system tender ref  tpo000asc1422,Temasek Polytechnic,21/2/2023,Awarded to Suppliers,"JianYanHuaCe (Hangzhou) Science and Technology Co., Ltd.",116800, delivery installation  commissioning  concrete d printing system tender ref tpoasc,7,0.731103357892061,PPP Procurement - DBFO
FOR000ETT20300046,provision of managing agent services to the consulategeneral of the republic of singapore in shanghai,Ministry of Foreign Affairs,31/12/2020,Awarded to Suppliers,CPG FACILITIES MANAGEMENT PTE LTD,626016.97,provision  managing agent services   consulategeneral   republic    shanghai,3,0.9495926815857296,Engineering Procurement - Goods
CCYNYCETT22000004,invitation to tender for the provision of research services to conduct the national youth survey nys 2022,"Ministry of Culture, Community and Youth - National Youth Council",2/9/2022,Awarded to Suppliers,IMRB MILLWARD BROWN INTERNATIONAL PTE LTD,460400,invitation  tender   provision  research services  conduct  national youth survey nys ,6,0.45684139879080193,PPP Procurement - DBO
NST000ETT19300138,cleaning contract for astar research entities at biopolis from 24 may 2020 to 31 may 2023 with an option to extend for another 2 years on a yearly basis,"Agency for Science, Technology and Research",29/1/2020,Awarded to Suppliers,PRIMECH A & P PTE. LTD.,2138466,cleaning contract  astar research   biopolis  may  may        years   yearly basis,4,0.5172768670795813,Engineering Procurement - Services
NEA000ETT21000027,servicing and maintenance of refuse disposal management system at tuas south incineration plant,National Environment Agency,30/7/2021,Awarded to Suppliers,WINSYS TECHNOLOGY PTE LTD,147465,servicing  maintenance  refuse disposal management system  tuas south incineration plant,4,0.4706539836545146,Engineering Procurement - Services
HSA000ETT19300043,supply of dna profiling reagents and consumables for a period of 3 years with an option to extend for another 2 years on an annual basis,Health Sciences Authority,19/11/2019,Awarded to Suppliers,LIFE TECHNOLOGIES HOLDINGS PTE. LTD.,3762840.69,  dna profiling reagents  consumables     years        years   annual basis,2,0.9555669709916267,General Procurement - Services
PAS000ETT22000179,provision of media management services for chingay and passionarts over a period of twelve 12 months with the option to extend for another twelve 12 months,People's Association,10/10/2022,Awarded to Suppliers,NINEMER COMMUNICATIONS PTE. LTD.,285800,provision  media management services  chingay  passionarts     twelve months        twelve months,3,0.6330242085859229,Engineering Procurement - Goods
NST000ETT19300172,invitation to tender proposed addition and alteration interior fitout works to level 14 at 1 fusionopolis way connexis north,"Agency for Science, Technology and Research",13/2/2020,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,1362000,invitation  tender proposed addition  alteration interior fitout works  level  fusionopolis way connexis north,1,0.7277755798595099,General Procurement - Goods
SPO000ETT20300049,ro20ed0095 proposed renovation of optometry lab at w121a compulsory ebriefing on 17 nov 2020 to refer to cover letter for registration details,Singapore Polytechnic,22/6/2021,Awarded to Suppliers,HD CONTRACTOR PTE. LTD.,120647,roed proposed renovation  optometry lab  wa compulsory ebriefing  nov    cover letter  registration details,5,0.972100337173087,Engineering Procurement - EPC
CAA000ETT19300010,supply and installation of lighting system at caas premises,Civil Aviation Authority of Singapore,27/5/2019,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,39550,  installation  lighting system  caas premises,7,0.9310516711164307,PPP Procurement - DBFO
MDA000ETT22000028,invitation to tender for the provision of endtoend manpower services and management of operations,Info-communications Media Development Authority,20/3/2023,Awarded to Suppliers,CORNERSTONE GLOBAL PARTNERS PTE. LTD.,34341712,invitation  tender   provision  endtoend manpower services  management  operations,4,0.8068189697996917,Engineering Procurement - Services
SPO000ETT23000010,sporeq2023000787eeesupply delivery and commissioning of advanced live 5g testing optimisation and verification system,Singapore Polytechnic,15/5/2023,Awarded to Suppliers,MAGNA SYSTEMS & ENGINEERING (S) PTE. LTD.,244990,sporeqeeesupply delivery  commissioning  advanced live g testing optimisation  verification system,7,0.9640811873745558,PPP Procurement - DBFO
LAWHQ0ETT19300003,supply design development delivery installation testing and commissioning of fully operational case management systems and portals for corporate insolvency debt repayment scheme system and public trustees office with an option for maintenance,Ministry of Law-Ministry Headquarter,21/2/2020,Awarded to Suppliers,ACTIVANTS PTE LTD,7875308.8, design development delivery installation testing  commissioning  fully operational case management systems  portals  corporate insolvency debt repayment scheme system  public trustees office     maintenance,7,0.8186353527796315,PPP Procurement - DBFO
NCS000ETT23000010,invitation to tender for the provision of research journal database subscriptions leroy ncsreq2023001136,National Council of Social Service,17/1/2024,Awarded by Items,"EBSCO INTERNATIONAL, INC.",56313.64,invitation  tender   provision  research journal database subscriptions leroy ncsreq,4,0.9602751690132426,Engineering Procurement - Services
MOE000ETT19300010,proposed design supply and install high volume low speed hvls fans to schools indoor sports hall ish for batch 1a 36 schools and 2a 39 schools,Ministry of Education,18/7/2019,Awarded by Items,BAFCO SINGAPORE PTE. LTD.,842400,proposed design   install high volume low speed hvls fans  schools indoor sports hall ish  batch  schools   schools,1,0.9785002832094992,General Procurement - Goods
LTA000ETT19300160,provision of security services for lta premises,Land Transport Authority,16/12/2019,Awarded to Suppliers,PROSEGUR SINGAPORE PTE. LTD.,15501600,provision  security services  lta premises,4,0.9310516607702446,Engineering Procurement - Services
RPO000ETT23000008,production of republic polytechnics incorporate publication for 1 year with option for 1 year for occ,Republic Polytechnic,11/9/2023,Awarded to Suppliers,VERZTEC CONSULTING PTE. LTD.,54200,production  republic polytechnics incorporate publication        occ,3,0.7864196172983061,Engineering Procurement - Goods
NCS000ETT21000009,tender for the provision of training and consultancy services for training network model tnm 20 project sherlin liu50090,National Council of Social Service,27/1/2022,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,486000,tender   provision  training  consultancy services  training network model tnm project sherlin liu,2,0.7671713655142638,General Procurement - Services
NST000ETT23000062,provision of one 1 unit of an efficient highquality and automated chromatography system for therapeutic antibody purification,"Agency for Science, Technology and Research",25/9/2023,Awarded to Suppliers,RESEARCH INSTRUMENTS PTE LTD,194444,provision   unit   efficient highquality  automated chromatography system  therapeutic antibody purification,7,0.8682717193935423,PPP Procurement - DBFO
HPB000ETT19300011,cmt0319  tender for production of qr coded ticket slips and boxes for health promotion board s marketing campaign,Health Promotion Board,29/5/2019,Awarded to Suppliers,MCI CAREER  SERVICES PTE. LTD.,385158,cmt tender  production  qr coded ticket slips  boxes  health promotion board s marketing campaign,6,0.803912214050125,PPP Procurement - DBO
SPO000ETT19300028,ro18ss0048v1 tender for purchase of medical and travel security assistance services for 4500 travellers in singapore polytechnic from 01 april 2019 to 31 march 2020 with the option to extend for one year from 01 april 2020 to 31 march 2021,Singapore Polytechnic,29/5/2019,Awarded to Suppliers,INTERNATIONAL SOS PTE LTD,112500,rossv tender  purchase  medical  travel security assistance services  travellers   polytechnic  april  march          april  march ,6,0.9740327921637193,PPP Procurement - DBO
PAS000ETT20300113,proposed cyclical maintenance programme cmp to marsiling community club,People's Association,26/11/2020,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,860000,proposed cyclical maintenance programme cmp  marsiling community club,1,0.9555669579921368,General Procurement - Goods
LTA000ETT22000096,supply installation and monitoring of instruments for contract cr202,Land Transport Authority,23/3/2023,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,6562855, installation  monitoring  instruments  contract cr,7,0.5639337622986229,PPP Procurement - DBFO
LTA000ETT22000097,commuter and road infrastructure works,Land Transport Authority,28/8/2023,Awarded to Suppliers,HARFORD ENGINEERING PTE LTD,16700000,commuter  road infrastructure works,1,0.4875118424559032,General Procurement - Goods
LTA000ETT19300043,replacement of sump and ejector pumps,Land Transport Authority,18/10/2019,Awarded to Suppliers,PURETECH ENGINEERING PTE LTD,15332000,replacement  sump  ejector pumps,7,0.9155136099696881,PPP Procurement - DBFO
NST000ETT21000048,provision of pointtomultipoint network connectivity for astar remote research institutes for a period of two years with an option to extend for another one year,"Agency for Science, Technology and Research",30/7/2021,Awarded to Suppliers,STARHUB LTD.,241488,provision  pointtomultipoint network connectivity  astar remote research institutes      years         ,2,0.738911439502877,General Procurement - Services
HDB000ETT19300035,a site clearance and earthworks at sembawang neighbourhood 2 b civil engineering term contract,Housing and Development Board,13/6/2019,Awarded to Suppliers,SING HENG HOE CONSTRUCTION (1988) PTE LTD,4305512, site clearance  earthworks  sembawang neighbourhood b civil engineering term contract,1,0.6762627531793507,General Procurement - Goods
NST000ETT21000114,provision of one 1 unit of fluorescence spectrometer,"Agency for Science, Technology and Research",8/12/2021,Awarded to Suppliers,AGILENT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,43410,provision   unit  fluorescence spectrometer,7,0.6901554809205189,PPP Procurement - DBFO
FOR000ETT21000004,building maintenance services for the embassy of the republic of singapore in riyadh saudi arabia,Ministry of Foreign Affairs,26/4/2021,Awarded to Suppliers,Electron Saudi Services Limited,925612.77,building maintenance services   embassy   republic    riyadh saudi arabia,1,0.9555669409832737,General Procurement - Goods
PUB000ETT22000007,structural inspection and conditional assessment of reinforced concrete drains,Public Utilities Board,20/6/2022,Awarded to Suppliers,AECOM SINGAPORE PTE. LTD.,4091600,structural inspection  conditional assessment  reinforced concrete drains,5,0.9495926910591632,Engineering Procurement - EPC
MHA00003000016917,cybersecurity solutions and services fa and pc,Ministry of Home Affairs - Ministry Headquarter 1,26/3/2024,Award by interface record,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,2,cybersecurity solutions  services fa  pc,6,0.93105163876454,PPP Procurement - DBO
NPO000ETT21000041,tender ref npolt2521 grf olt210003 student notebook bundle bulk tender for five polytechnics and ite for intakes in academic years 2022 and 2023,Ngee Ann Polytechnic,14/1/2022,Awarded by Items,ASIAPAC TECHNOLOGY PTE. LTD.,4919200,tender ref npolt grf olt student notebook bundle bulk tender  five polytechnics  ite  intakes  academic years  ,6,0.7792634005219351,PPP Procurement - DBO
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,AXTRO PTE. LTD.,243.65, contract      provision  supermarket vouchers   pa  grassroots organisations     years        years   yearly basis,3,0.4955843343384425,Engineering Procurement - Goods
AGC000ETT20300004,invitation to tender for the provision of i real time transcription services and ii transcription services from audio or video recordings,Attorney-General's Chambers,18/9/2020,Awarded by Items,EPIQ SINGAPORE PTE. LTD.,4645.54,invitation  tender   provision   real time transcription services  ii transcription services  audio  video recordings,4,0.9721003362590677,Engineering Procurement - Services
CCS000ETT20300001,provision of consultancy services for cccss review of the proposed acquisition by korea shipbuilding  offshore engineering co ltd of daewoo shipbuilding  marine engineering co ltd,Competition and Consumer Commission of Singapore (CCCS),13/5/2020,Awarded to Suppliers,LEARLAB S.R.L,144617.56,provision  consultancy services  cccss review   proposed acquisition  korea shipbuilding offshore engineering co ltd  daewoo shipbuilding marine engineering co ltd,5,0.9807125044309497,Engineering Procurement - EPC
SSC000ETT23000045,provision of interior design works to sport singapore headquarters,Singapore Sports Council (Sport Singapore),4/3/2024,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,5880142.13,provision  interior design works  sport  headquarters,1,0.47574256968559747,General Procurement - Goods
JTC000ETT19300038,engagement of services to provide ngnbn and metroethernet internet links with premium ddos protection for the jtc summit and biopolis sites,Jurong Town Corporation,30/8/2019,Awarded to Suppliers,LGA TELECOM PTE LTD,151859,engagement  services   ngnbn  metroethernet internet links  premium ddos protection   jtc summit  biopolis sites,2,0.9721003363838764,General Procurement - Services
HSA000ETT22000048,supply of laboratory scale spray dryer,Health Sciences Authority,4/11/2022,Awarded to Suppliers,BUCHI SINGAPORE PTE. LTD.,169450.12,  laboratory scale spray dryer,7,0.9155136071766042,PPP Procurement - DBFO
FINVITETT21000004,itt for the supply customization configuration delivery installation migration testing and commissioning of a fully operational intranet workflow and record management system,Ministry of Finance - Vital,19/10/2021,Awarded to Suppliers,AVEPOINT SINGAPORE PTE. LTD.,2662834.5,itt    customization configuration delivery installation migration testing  commissioning   fully operational intranet workflow  record management system,7,0.8949585798559183,PPP Procurement - DBFO
MHA00003000010026,supply delivery installation testing commissioning of c2ms with up to 5 years of comprehensive maintenance,Ministry of Home Affairs - Ministry Headquarter 1,25/2/2022,Award by interface record,ATT SYSTEMS (S'PORE) PTE LTD,3151326, delivery installation testing commissioning  cms    years  comprehensive maintenance,7,0.7886960361248245,PPP Procurement - DBFO
NST000ETT22000136,provision of one 1 unit of midinfrared ir detector array with 1 year warranty,"Agency for Science, Technology and Research",10/2/2023,Awarded to Suppliers,"PhaseTech Spectroscopy, Inc.",141555,provision   unit  midinfrared ir detector array   warranty,2,0.6806808313457177,General Procurement - Services
PMOCPIETT21000008,design development installation testing and commissioning of a complaints management digital system for cpib,Prime Minister's Office-Corrupt Practices Investigation Bureau,12/5/2022,Awarded to Suppliers,ACCENTURE SG SERVICES PTE. LTD.,13071908,design development installation testing  commissioning   complaints management digital system  cpib,7,0.7434095357512377,PPP Procurement - DBFO
HDB000ETT23000129,remaking our heartland batch 3  parks upgrading programme in toa payoh  woodlands towns,Housing and Development Board,27/10/2023,Awarded to Suppliers,ADVANCED CONSTRUCTION & ENGINEERING PTE LTD,5610630,remaking  heartland batch parks upgrading programme  toa payoh woodlands towns,1,0.6746280023983103,General Procurement - Goods
EMA000ETT21000016,provision of consultancy services for the design and development of an ema competency framework,Energy Market Authority of Singapore,19/8/2021,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,630000,provision  consultancy services   design  development   ema competency ,5,0.9495926685799992,Engineering Procurement - EPC
PUB000ETT23000082,road improvement works at seletar north link,Public Utilities Board,5/1/2024,Awarded to Suppliers,WIN CHENG CONSTRUCTION PTE. LTD.,963833,road improvement works  seletar north link,1,0.941762291732934,General Procurement - Goods
CDVHQ0ETT23000011,invitation to tender for the provision of audit services at student care centres administrating student care fee assistance scheme,Ministry of Social and Family Development - Ministry Headquarter,30/8/2023,Awarded to Suppliers,PROTIVITI PTE. LTD.,555065,invitation  tender   provision  audit services  student care centres administrating student care fee assistance scheme,4,0.9740327966624416,Engineering Procurement - Services
LTA000ETT22000017,provision of security consultancy services,Land Transport Authority,19/9/2022,Awarded to Suppliers,AECOM SINGAPORE PTE. LTD.,608391,provision  security consultancy services,5,0.9155135665983037,Engineering Procurement - EPC
CPF000ETT21000031,master contract for adhoc alteration and addition works,Central Provident Fund Board,25/4/2022,Awarded by Items,DAVOE CREATIVE PTE. LTD.,1551619.2,master contract  adhoc alteration  addition works,1,0.7096254961929871,General Procurement - Goods
NPO000ETT22000027,tender ref npcc822 grf ref cc220028 professional services to migrate peoplesoft campus solutions system v92 to gcc and to convert oracle database v19c to ms sql in gcc,Ngee Ann Polytechnic,24/11/2022,Awarded to Suppliers,S & I SYSTEMS PTE LTD,2499888,tender ref npcc grf ref cc professional services  migrate peoplesoft campus solutions system v  gcc   convert oracle database vc  ms sql  gcc,6,0.9832913464050728,PPP Procurement - DBO
RPO000ETT21000009,renovation of sitsr4c food innovation and analysis laboratory at republic polytechnic for sas,Republic Polytechnic,27/8/2021,Awarded to Suppliers,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED,198800,renovation  sitsrc food innovation  analysis laboratory  republic polytechnic  sas,4,0.5301261677882488,Engineering Procurement - Services
NHB000ETT19300017,invitation to tender for proposed me retrofitting works to asian civilsation museum,National Heritage Board,18/10/2019,Awarded to Suppliers,KING WAN CONSTRUCTION PTE. LTD.,6286000,invitation  tender  proposed  retrofitting works  asian civilsation museum,1,0.7108222980668978,General Procurement - Goods
LTA000ETT21000020,proposed new road interchange at pie  jurong canal drive and road enhancement works,Land Transport Authority,11/10/2023,Awarded to Suppliers,QUEK & QUEK CIVIL ENGINEERING PTE LTD,221644300,proposed new road interchange  pie jurong canal drive  road enhancement works,1,0.9672216594182659,General Procurement - Goods
HDB000ETT22000198,accredited checking services for earthworks at yishun project 2,Housing and Development Board,17/11/2022,Awarded to Suppliers,ECAS CONSULTANTS PTE. LTD.,65000,accredited checking services  earthworks  yishun project ,1,0.9417622573802777,General Procurement - Goods
MDA000ETT21000022,invitation to tender for provision of administrative services to support management of digital access assistance programmes for vulnerable segments in singapore,Info-communications Media Development Authority - MDA,22/4/2022,Awarded to Suppliers,ELITEZ PTE. LTD.,340560,invitation  tender  provision  administrative services  support management  digital access assistance programmes  vulnerable segments  ,2,0.5055279483882307,General Procurement - Services
SPO000ETT19300067,ro19indt0023  comprehensive maintenance of enterprise backup system for 3 years from 01 apr 2020 to 31 mar 2023,Singapore Polytechnic,25/11/2019,Awarded to Suppliers,NETWORK ARCHITECTS PTE. LTD.,148982.73,roindt comprehensive maintenance  enterprise backup system  years  apr  mar ,3,0.4942534478299129,Engineering Procurement - Goods
PMOHQ0ETT23000002,invitation to tender for food  beverageservices catering for national day parade 2023 the padangnational gallery singapore 9 august,Prime Minister's Office-Ministry Headquarter,10/5/2023,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,82600,invitation  tender  food beverageservices catering  national day parade  padangnational gallery  august,3,0.9672216532167806,Engineering Procurement - Goods
RPO000ETT21000008,provision of emergency travel assistance services for oir,Republic Polytechnic,9/7/2021,Awarded to Suppliers,INTERNATIONAL SOS PTE LTD,314200,provision  emergency travel assistance services  oir,4,0.9417622857229706,Engineering Procurement - Services
