tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,Hach Malaysia Sdn Bhd,24549.86
PUB000ETT23000042,44230079wspprovision of laboratory analysis with test report,Public Utilities Board,24/5/2023,Awarded to Suppliers,ALS TECHNICHEM (SINGAPORE) PTE LTD,76107.6
PUB000ETT23000043,maintenance of drainage pumping system at marina barrage,Public Utilities Board,8/11/2023,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,3123200
PUB000ETT23000044,supply of cctv rainfall estimate data via cctv rainfall observation system software as a service saas,Public Utilities Board,20/9/2023,Awarded to Suppliers,HYDROINFORMATICS INSTITUTE PTE. LTD.,554400
PUB000ETT23000045,consultancy services for code of practice and the determination of the safety corridor for coastal protection measures and damdyke structures,Public Utilities Board,24/10/2023,Awarded to Suppliers,CH2M HILL SINGAPORE PRIVATE LIMITED,4938888
PUB000ETT23000048,replacement of air conditioning system  renovation works at various waterworks,Public Utilities Board,12/9/2023,Awarded to Suppliers,ALFA TECH VESTASIA PTE. LTD.,3768110
PUB000ETT23000051,44230086wspsupply and delivery of compact filtration system accessories,Public Utilities Board,12/6/2023,Awarded to Suppliers,FIELDTEC ENGINEERING SDN. BHD.,28554.72
PUB000ETT23000056,repainting of exposed steel pipelines at causeway and along pipeline reserve in johor,Public Utilities Board,16/11/2023,Awarded to Suppliers,SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,703737
PUB000ETT23000057,professional engineering services for improvement to stirling road outlet drain queensway to alexandra canal with abc waters enhancement,Public Utilities Board,5/2/2024,Awarded to Suppliers,CH2M HILL SINGAPORE PRIVATE LIMITED,3128888
PUB000ETT23000061,improvement to roadside drains vi  contract a3 eng kong place neram crescent and tai seng drive areas,Public Utilities Board,29/11/2023,Awarded to Suppliers,ENG LAM CONTRACTORS CO (PTE) LTD,13953000
PUB000ETT23000062,44230115wspsupply deliver and install steel lockers at johor river waterworks,Public Utilities Board,8/8/2023,Awarded to Suppliers,ADVANCEDATA NETWORK SDN. BHD.,4799.82
PUB000ETT23000065,collection and disposal of chemical waste for pub water quality laboratory,Public Utilities Board,1/12/2023,Awarded to Suppliers,ECO SPECIAL WASTE MANAGEMENT PTE LTD,144580
PUB000ETT23000066,44230130wspsupply and replacement of polymer pump set at sludge plant ab johor river waterworks,Public Utilities Board,21/8/2023,Awarded to Suppliers,SANLI M&E ENGINEERING SDN. BHD.,37478.07
PUB000ETT23000067,to inspect 30 nos of water retaining structures at water supply network 17 nos of concrete water storage tanks at water supply plants and assess the condition of the water retaining structures at water supply network,Public Utilities Board,28/3/2024,Awarded to Suppliers,BINNIES SINGAPORE PTE. LTD.,2138880
PUB000ETT23000069,proposed sewers in senoko way and woodlands avenue 6 areas,Public Utilities Board,21/11/2023,Awarded to Suppliers,HOCK HAI CIVIL ENGINEERING & BUILDING PTE LTD,12870000
PUB000ETT23000070,professional engineering services for improvement to roadside drains vi  batch c,Public Utilities Board,13/12/2023,Awarded to Suppliers,AURECON SINGAPORE (PTE.) LTD.,2614000
PUB000ETT23000072,proposed rehabilitation and replacement works for nee soon pumping mains  contract 1,Public Utilities Board,8/11/2023,Awarded to Suppliers,O LINER TECHNOLOGY PTE LTD,8171920
PUB000ETT23000074,proposed sewers at north woodlands area package a  contract 2 balance works,Public Utilities Board,6/11/2023,Awarded to Suppliers,KTC CIVIL ENGINEERING & CONSTRUCTION PTE LTD,31100000
PUB000ETT23000076,professional engineering services for improvement works to abc waters facilities at macritchie reservoir park and pandan reservoir,Public Utilities Board,5/1/2024,Awarded to Suppliers,AECOM SINGAPORE PTE. LTD.,772950
PUB000ETT23000077,44230142wspwashing of clear water tank a at johor river waterworks,Public Utilities Board,21/8/2023,Awarded to Suppliers,SUN SHINE ENGINEERING & TRADING,44835.92
PUB000ETT23000079,maintenance of analyzers at various installations,Public Utilities Board,21/11/2023,Awarded to Suppliers,DSL INTEGRATED SOLUTION PTE. LTD.,752060
PUB000ETT23000080,proposed sewers in north woodlands area package b  contract 1 balance works,Public Utilities Board,22/11/2023,Awarded to Suppliers,HOCK HAI CIVIL ENGINEERING & BUILDING PTE LTD,12650000
PUB000ETT23000081,44230154wspsupply and deliver weighbridge computer and supply and installation of wood blanks at johor river waterworks,Public Utilities Board,23/8/2023,Awarded to Suppliers,GTK CONSTRUCTION SDN. BHD.,73030.58
PUB000ETT23000082,road improvement works at seletar north link,Public Utilities Board,5/1/2024,Awarded to Suppliers,WIN CHENG CONSTRUCTION PTE. LTD.,963833
PUB000ETT23000083,comprehensive servicing maintenance and repair of pub fleet,Public Utilities Board,1/12/2023,Awarded to Suppliers,COMFORTDELGRO ENGINEERING PTE. LTD.,1486872
PUB000ETT23000087,44230162wspreal time river level and conductivity monitoring in johor river,Public Utilities Board,2/10/2023,Awarded to Suppliers,FIELDTEC ENGINEERING SDN. BHD.,86526.72
PUB000ETT23000091,provision of operational support services at reservoirs and tidal gates,Public Utilities Board,30/10/2023,Awarded by Items,GREENMARK CONSTRUCTION PTE. LTD.,1008500
PUB000ETT23000093,improvement to yishun avenue 3 outlet drain yishun ring road yishun avenue 3 and yishun central,Public Utilities Board,16/1/2024,Awarded to Suppliers,CHARTWORTH ENTERPRISE SINGAPORE PTE. LTD.,58324966
PUB000ETT23000094,professional engineering services for the development of new kranji water reclamation plant,Public Utilities Board,15/3/2024,Awarded to Suppliers,CH2M HILL SINGAPORE PRIVATE LIMITED,146948888
PUB000ETT23000095,professional engineering services for investigationinspection and rehabilitation works of pumping mains for sewerage network phase 6,Public Utilities Board,11/1/2024,Awarded to Suppliers,CH2M HILL SINGAPORE PRIVATE LIMITED,3298888
PUB000ETT23000096,replacement of valves  penstocks and related auxiliary equipment at johor river waterworks,Public Utilities Board,4/1/2024,Awarded to Suppliers,ENV TECH PTE. LTD.,2285600
PUB000ETT23000097,44230169hrdjohor preemployment  reemployment medical examination,Public Utilities Board,19/9/2023,Awarded to Suppliers,Bandar Dato Onn Specialist Hospital Sdn Bhd,1942.5
PUB000ETT23000098,44230166wsprenewal of vehicle road tax and insurance for public utilities board vehicles and motorcycles based in johor works,Public Utilities Board,31/8/2023,Awarded to Suppliers,LIAN SENG HUAT WORKSHOP,12532.54
PUB000ETT23000099,advanced used water monitoring system 2023,Public Utilities Board,12/1/2024,Awarded to Suppliers,AUTOMATIC CONTROLS AND INSTRUMENTATION PTE. LTD.,3452150
PUB000ETT23000100,supply and delivery of sulphuric acid 50 to pub installations in singapore,Public Utilities Board,14/11/2023,Awarded to Suppliers,SPCI HELM SINGAPORE PTE. LTD.,930000
PUB000ETT23000101,supply delivery installation commissioning and maintenance of six 6 laboratory equipment for pub water quality department,Public Utilities Board,11/1/2024,Awarded by Items,AGILENT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,205826
PUB000ETT23000102,health screening for pub singapore employees,Public Utilities Board,7/12/2023,Awarded to Suppliers,RAFFLES MEDICAL GROUP LTD,1508500
PUB000ETT23000103,technology refresh and enhancement of supervisory control and data acquisition scada system at tuas desalination plant tdp,Public Utilities Board,11/1/2024,Awarded to Suppliers,WINSYS TECHNOLOGY PTE LTD,3095575
PUB000ETT23000104,supply of software maintenance and technical support services for planning modules and their associated applications,Public Utilities Board,16/1/2024,Awarded to Suppliers,DHI WATER & ENVIRONMENT (S) PTE. LTD.,2321394
PUB000ETT23000105,improvement to roadside drains vi  contract b2 jalan boon lay jalan jambu ayer joo seng road and jalan hajijah areas,Public Utilities Board,29/1/2024,Awarded to Suppliers,STARLAND CONSTRUCTION PTE LTD,11488000
PUB000ETT23000106,improvement to old roadside drains in batch 10 of the estate upgrading programme  contract 6 cheng san  sunrise  cactus estates,Public Utilities Board,12/3/2024,Awarded to Suppliers,ENG LAM CONTRACTORS CO (PTE) LTD,17733000
PUB000ETT23000107,supply and delivery of liquid oxygen and liquid carbon dioxide to pub installations in singapore,Public Utilities Board,20/11/2023,Awarded by Items,LEEDEN NATIONAL OXYGEN LTD.,1668000
PUB000ETT23000108,environmental baseline surveys at southwest coast of singapore,Public Utilities Board,18/12/2023,Awarded to Suppliers,DHI WATER & ENVIRONMENT (S) PTE. LTD.,321524
PUB000ETT23000110,provision of technical services in water supply network pub 2024,Public Utilities Board,19/2/2024,Awarded to Suppliers,GREENMARK CONSTRUCTION PTE. LTD.,12689752
PUB000ETT23000112,replenishment of carbon media for bac contactors at johor river waterworks,Public Utilities Board,22/1/2024,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,4488000
PUB000ETT23000113,replacement of aged chemical systems and plant improvement works at chestnut avenue waterworks,Public Utilities Board,10/1/2024,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,4694370
PUB000ETT23000115,44230183wspsupply and delivery of safety items and other safety consumables at johor river waterworks,Public Utilities Board,30/10/2023,Awarded to Suppliers,SL SOLUTION INDUSTRIAL SUPPLIES,18365.79
PUB000ETT23000118,flotsam and aquatic plant collection and removal at reservoirs in singapore,Public Utilities Board,22/1/2024,Awarded by Items,KIM BOCK CONTRACTOR PRIVATE LIMITED,9669000
PUB000ETT23000120,construction of link sewers for the dtss phase 2 project  schedule ii contract 3b jalan buroh balance works,Public Utilities Board,26/2/2024,Awarded to Suppliers,MEGASTONE HOLDINGS PTE LTD,16900000
PUB000ETT23000121,44230207wspsupply and delivery of dry halal food to johor river waterworks,Public Utilities Board,6/10/2023,Awarded to Suppliers,Keat Mechanicals & Engineering Works,9204.26
PUB000ETT23000122,provision of accredited checker services for reconstruction of choa chu kang waterworks,Public Utilities Board,23/1/2024,Awarded to Suppliers,ECAS CONSULTANTS PTE. LTD.,491000
PUB000ETT23000123,replacement of flowmeters at various installations in catchment  waterways department,Public Utilities Board,14/3/2024,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,295800
PUB000ETT23000125,replacement of flowmeters analyzers and ancillary works at johor works,Public Utilities Board,12/1/2024,Awarded to Suppliers,FLOTECH CONTROLS PTE LTD,2838000
PUB000ETT23000126,provision of cloudbased learning management system through subscription services,Public Utilities Board,8/2/2024,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,232500
PUB000ETT23000127,supply and delivery of hydrated lime to pub installations,Public Utilities Board,10/1/2024,Awarded by Items,CHEMICAL INDUSTRIES (FAR EAST) LIMITED.,3353000
PUB000ETT23000129,replacement and enhancement of scada system and ancillary works at chestnut avenue waterworks  woodleigh waterworks,Public Utilities Board,8/2/2024,Awarded to Suppliers,AUTOMATIC CONTROLS AND INSTRUMENTATION PTE. LTD.,13080200
PUB000ETT23000132,44230165wspsupply and delivery of dam monitoring equipment and auxiliary equipment to linggiu reservoir,Public Utilities Board,4/12/2023,Awarded by Items,AVETICS GLOBAL PTE. LTD.,27194
PUB000ETT23000133,44230222wsplaundry services inclusive of collection  delivery of coveralls and lab coats at johor river waterworks,Public Utilities Board,24/11/2023,Awarded to Suppliers,Advancedata Network Sdn Bhd,81152.82
PUB000ETT23000136,online instrumentation and monitoring services of slope at jr118 plentong johor,Public Utilities Board,5/1/2024,Awarded to Suppliers,Georealtime Sdn Bhd,170964.62
PUB000ETT23000137,offshore hydrographic survey and marine soil investigation works along west jurong channel and east jurong channel,Public Utilities Board,23/2/2024,Awarded to Suppliers,GROUND INSTRUMENTATION & ENGINEERING PTE. LTD.,744930
PUB000ETT23000138,44230223wsptraffic impact assessment works in johor river waterworks jrww,Public Utilities Board,16/11/2023,Awarded to Suppliers,Perunding Trafik Klasik Sdn. Bhd.,14629.59
PUB000ETT23000140,44230224wsptesting of granular activated carbon gac media samples at johor river waterworks jrww,Public Utilities Board,30/10/2023,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,16800
PUB000ETT23000141,provision of electrical resistivity survey services,Public Utilities Board,20/3/2024,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,809000
PUB000ETT23000144,supply and delivery of process chemicals,Public Utilities Board,16/1/2024,Awarded by Items,CHLOR-AL CHEMICAL PTE LTD,1820175
PUB000ETT23000145,proposed sewers in sembawang road balance works and demolition of jalan legundi pump sump,Public Utilities Board,20/2/2024,Awarded to Suppliers,LAW BROTHERS CONSTRUCTION PTE. LTD.,2256680
PUB000ETT23000148,replacement of 22kv and 66kv switchgears 400v switchboards transformers cables and ancillaries at johor river waterworks,Public Utilities Board,25/3/2024,Awarded to Suppliers,DONJON PTE. LTD.,25471400
PUB000ETT23000149,44230203wspprovision of maintenance services and supply of instruments and consumables at johor river waterworks,Public Utilities Board,4/12/2023,Awarded to Suppliers,FIELDTEC ENGINEERING SDN. BHD.,71588.83
PUB000ETT23000151,44230231wspsupply of diesel at kota tinggi and permas jaya area johor,Public Utilities Board,4/12/2023,Awarded by Items,Advancedata Network Sdn Bhd,23890.46
PUB000ETT23000152,44230243wspcleansing works at johor river waterworks,Public Utilities Board,24/11/2023,Awarded to Suppliers,RD SOLUTIONS,74528.1
PUB000ETT23000153,professional engineering services for rehabilitation of sewerage network phase 6  southern zone,Public Utilities Board,29/3/2024,Awarded to Suppliers,CH2M HILL SINGAPORE PRIVATE LIMITED,6122388
PUB000ETT23000156,rehabilitation of sanitary drainlines  western catchment batch ii contract 2,Public Utilities Board,19/3/2024,Awarded to Suppliers,PERMA-LINER INDUSTRIES (SINGAPORE) PTE. LTD.,4800000
PUB000ETT23000163,supply and delivery of low bromide salt to pub installations,Public Utilities Board,4/3/2024,Awarded by Items,CHEMICAL INDUSTRIES (FAR EAST) LIMITED.,2965000
PUB000ETT23000166,supply and delivery of 12 sodium hypochlorite to pub,Public Utilities Board,27/3/2024,Awarded by Items,CHEMICAL INDUSTRIES (FAR EAST) LIMITED.,4279900
PUB000ETT23000178,44230301wspprovision of transportation services between johor and singapore for a period of 36 months,Public Utilities Board,17/1/2024,Awarded to Suppliers,LUMENS PTE. LTD.,10000
PUB000ETT23000194,appointment to a panel to participate in issuances of notes out of pubs mediumterm note mtn programme,Public Utilities Board,21/3/2024,Awarded by Items,CIMB BANK BERHAD,1
PUB000ETT23000198,subscription renewal software maintenance and support for licenses for data analytics platform,Public Utilities Board,21/3/2024,Awarded to Suppliers,ST ENGINEERING MISSION SOFTWARE & SERVICES PTE. LTD.,4763864
PUB000ETT23000200,professional indemnity insurance contract for pub for a 12 month term beginning 1 apr 2024,Public Utilities Board,27/3/2024,Awarded to Suppliers,DELTA UNDERWRITING PTE. LTD.,80000
PUB000ETT23000204,44230323wspsupply delivery top up of sand filter media at johor river waterworks,Public Utilities Board,1/2/2024,Awarded to Suppliers,TOPFLOW ENGINEERING SDN BHD,51576
PUB000ETT24000004,44240009wspsupply and delivery of office stationery to johor river waterworks,Public Utilities Board,28/2/2024,Awarded to Suppliers,Advancedata Network Sdn Bhd,4098.85
PUB000ETT24000009,insurance contracts for pubs insurance programme for a 12month term beginning 1st april 2024,Public Utilities Board,26/3/2024,Awarded to Suppliers,MS FIRST CAPITAL INSURANCE LIMITED,166999.8
PUB000ETT24000016,44240025wsproad safety audit rsa in johor river waterworks jrww,Public Utilities Board,15/3/2024,Awarded to Suppliers,PAKATAN JURUTERA PINTAR SDN BHD.,8300.56
RGS000ETT19300004,to provide relocation services to new campus,Raffles Girls' School (Secondary),3/5/2019,Awarded to Suppliers,COLLIN'S MOVERS PTE. LTD.,70810
RGS000ETT19300005,provision of information technology infrastructure solution for new campus,Raffles Girls' School (Secondary),21/8/2019,Awarded to Suppliers,NERA TELECOMMUNICATIONS LTD,897603
RGS000ETT19300006,to provide delivery and installation of projectors in new campus,Raffles Girls' School (Secondary),5/8/2019,Awarded to Suppliers,AV-SCIENCE MARKETING PTE LTD,292095
RGS000ETT19300007,to provide air ticket and travel insurance for odyssey of the mind world finals to usa,Raffles Girls' School (Secondary),3/5/2019,Awarded to Suppliers,GOLDEN TRAVEL SERVICES PTE LTD,102353.3
RGS000ETT19300008,to provide printing services,Raffles Girls' School (Secondary),2/9/2019,Awarded by Items,MCLINK ASIA PTE. LTD.,1
RGS000ETT19300009,provision of construction of artificial indoor climbing wall,Raffles Girls' School (Secondary),4/9/2019,Awarded to Suppliers,CLIMB ASIA PTE. LTD.,119000
RGS000ETT19300010,provision of classroom desk chairs podium stands and bar stools,Raffles Girls' School (Secondary),5/8/2019,Awarded by Items,ENG HIN CONSTRUCTION PTE. LTD.,235893
RGS000ETT19300011,to supply deliver and install of classrooms lockers for new campus,Raffles Girls' School (Secondary),10/10/2019,Awarded to Suppliers,LOCKER & LOCK PTE. LTD.,63504
RGS000ETT19300012,to provide canteen furniture,Raffles Girls' School (Secondary),24/9/2019,Awarded to Suppliers,BINJAI INTERIOR DESIGN PTE LTD,147590
RGS000ETT19300013,to provide general cleaning services and events setup and handyman services,Raffles Girls' School (Secondary),27/11/2019,Awarded to Suppliers,SOON KIAT CONSTRUCTION & MAINTENANCE PTE LTD,864000
RGS000ETT19300015,to provide security personnel,Raffles Girls' School (Secondary),26/12/2019,Awarded to Suppliers,REACHFIELD SECURITY & SAFETY MANAGEMENT PTE. LTD.,709200
RGS000ETT19300016,to provide a 2day and 1night travel package to johor malaysia,Raffles Girls' School (Secondary),24/1/2020,Awarded to Suppliers,AMAZING EXPLORER PTE. LTD.,91974.96
RGS000ETT20300001,to supply deliver and install whiteboards in classrooms,Raffles Girls' School (Secondary),3/4/2020,Awarded to Suppliers,WKMARKETS PTE. LTD.,72616
RGS000ETT20300002,to provide coach transport to ferry the students and staff for school activities,Raffles Girls' School (Secondary),2/6/2020,Awarded to Suppliers,ST LEE TRANSPORT PTE. LTD.,510620
RGS000ETT20300003,to provide audit service,Raffles Girls' School (Secondary),12/8/2020,Awarded to Suppliers,FOO KON TAN LLP,126000
RGS000ETT20300004,to provide noncomprehensive maintenance term contract for the mechanical ventilation and air conditioning system,Raffles Girls' School (Secondary),9/11/2020,Awarded to Suppliers,CA FACILITIES PTE. LTD.,122350
RGS000ETT20300005,to provide maintenance contract for landscaping and horticulture grass cutting and tree pruning,Raffles Girls' School (Secondary),20/10/2020,Awarded to Suppliers,PRINCE'S LANDSCAPE PTE. LTD.,231600
RGS000ETT21000002,to provide accounting and procurement system,Raffles Girls' School (Secondary),7/4/2022,Awarded to Suppliers,THE WORLD MANAGEMENT PTE LTD,304781
RGS000ETT21000003,to provide 247 security services,Raffles Girls' School (Secondary),24/1/2022,Awarded to Suppliers,REACHFIELD SECURITY & SAFETY MANAGEMENT PTE. LTD.,1095600
RGS000ETT22000001,to provide it server infrastructure maintenance support and backup server refresh,Raffles Girls' School (Secondary),13/4/2022,Awarded to Suppliers,NERA TELECOMMUNICATIONS LTD,460429
RGS000ETT23000001,to provide term contract for noncomprehensive maintenance of mechanical ventilation  air conditioning system,Raffles Girls' School (Secondary),25/4/2023,Awarded to Suppliers,AVM ENGINEERING PTE. LTD.,149664
RGS000ETT23000002,to provide term contractor for landscaping and horticulture services,Raffles Girls' School (Secondary),25/4/2023,Awarded to Suppliers,PRINCE'S LANDSCAPE PTE. LTD.,328780
RGS000ETT23000004,to provide fabrication and installation of additional steps in auditorium,Raffles Girls' School (Secondary),21/4/2023,Awarded to Suppliers,ATELIER R PRIVATE LIMITED,23700
RGS000ETT23000006,to supply and install acoustic panels at multipurpose hall,Raffles Girls' School (Secondary),19/4/2023,Awarded to Suppliers,JD ACOUSTIC PTE. LTD.,94760
RGS000ETT23000007,to provide noncomprehensive maintenance on electrical works,Raffles Girls' School (Secondary),17/7/2023,Awarded to Suppliers,AVM ENGINEERING PTE. LTD.,40800
RGS000ETT23000008,to provide insurance services school general insurance and work injury compensation  group hospital  surgical  group personal accident,Raffles Girls' School (Secondary),16/11/2023,Awarded by Items,MARSH (SINGAPORE) PTE. LTD.,38134.69
RGS000ETT23000010,to provide general cleaning services events setup  handyman services and toilet jumbo rolls sanitary bins air freshener and dispenser,Raffles Girls' School (Secondary),22/2/2024,Awarded to Suppliers,SOON KIAT CONSTRUCTION & MAINTENANCE PTE LTD,1583035
RPO000ETT18300052,tender for construction of building integrated photovoltaic bipv shelter with offgrid system for seg,Republic Polytechnic,1/4/2019,Awarded to Suppliers,AKK TH3X (S) PTE. LTD.,356341
RPO000ETT18300057,replacement of lighting fittings to led types at energy centre and multistorey carpark for oes,Republic Polytechnic,16/4/2019,Awarded to Suppliers,SEAMLESS LINK PTE. LTD.,80372
RPO000ETT18300061,tender for provision of pool supervisory services for 2 years with an option to extend for additional 2 years for osg,Republic Polytechnic,1/4/2019,Awarded to Suppliers,SPORTS AND WELLNESS PTE. LTD.,374400
RPO000ETT18300064,proposed addition of gate structure at north entrance of republic polytechnic on lot no mk 1306125l at 9 woodlands avenue 9 singapore 738964 woodlands planning area,Republic Polytechnic,22/4/2019,Awarded to Suppliers,NU SYSTEMS PTE. LTD.,1073770
RPO000ETT19300003,tender for the design development and deployment of interactive elearning package for a period of 2 years for republic polytechnic,Republic Polytechnic,27/5/2019,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,684180
RPO000ETT19300009,proposed additions  alterations to existing 3storey integrated transport learning hub with new 4storey extension at rp on lot 06125 mk13 for seg,Republic Polytechnic,8/5/2019,Awarded to Suppliers,LOGISTICS CONSTRUCTION PTE LTD,4123300
RPO000ETT19300010,supply and maintenance of benchtop laboratory high shear granulator for sas,Republic Polytechnic,19/6/2019,Awarded to Suppliers,REPASSA SINGAPORE PTE LTD,171200
RPO000ETT19300011,provision of software maintenance support  professional services for the jae appeal system ois,Republic Polytechnic,6/5/2019,Awarded to Suppliers,NCODE CONSULTANT PTE LTD,396000
RPO000ETT19300012,guaranteed energy savings performance contracting services for republic polytechnic,Republic Polytechnic,3/7/2019,Awarded to Suppliers,JOHNSON CONTROLS (S) PTE. LTD.,5229800
RPO000ETT19300013,addition and alteration works to advanced composites engineering laboratory for sas,Republic Polytechnic,29/4/2019,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,849734
RPO000ETT19300014,addition and alteration works to rpc level 2 for orgoes,Republic Polytechnic,20/6/2019,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,159000
RPO000ETT19300015,request for proposal for provision of enhanced video surveillance system for oes,Republic Polytechnic,11/6/2019,Awarded to Suppliers,AEQON PTE. LTD.,2406310
RPO000ETT19300016,provision of software maintenance support and professional services of the alumni management system for period of 2 years,Republic Polytechnic,27/5/2019,Awarded to Suppliers,NITYO 3P SOLUTIONS PTE. LTD.,489000
RPO000ETT19300017,supply and support of robotic process automation system and provision of software license  related services ois,Republic Polytechnic,30/5/2019,Awarded to Suppliers,NCS PTE. LTD.,437156
RPO000ETT19300018,addition and alteration works to student wellness centre for osg,Republic Polytechnic,21/6/2019,Awarded to Suppliers,HOYI SYSTEM PTE. LTD.,157940
RPO000ETT19300019,tender for the replacement of existing metal halides and compact fluroscent lightings with led lightings for oes,Republic Polytechnic,5/12/2019,Awarded to Suppliers,S K E ENGINEERING (S) PTE LTD,299851
RPO000ETT19300020,tender for the provision of speechtotext stt transcription services for ced,Republic Polytechnic,19/6/2019,Awarded to Suppliers,ASIASTAR INTERNATIONAL CONSULTANCY PTE. LTD.,54000
RPO000ETT19300021,provision of photography services for 2 years with an option to extend for another 2 years,Republic Polytechnic,28/8/2019,Awarded to Suppliers,ZAINAL & ZAINAL LLP,5380
RPO000ETT19300022,provision of bus hiring services for 2 years with option to extend for another 2 years for ose,Republic Polytechnic,16/8/2019,Awarded to Suppliers,SUN-GEE TRAVEL PTE LTD,2172
RPO000ETT19300023,tender for retiling and waterproofing works to food stalls at lawn foodcourt for oes,Republic Polytechnic,15/8/2019,Awarded to Suppliers,SOLELY CONSTRUCTION PTE LTD,66300
RPO000ETT19300024,provision of end user computer managed services for jointihl for 3 years with an option to extend for a further 2 years ois,Republic Polytechnic,19/8/2019,Awarded to Suppliers,PCCW SOLUTIONS SINGAPORE PTE. LTD.,4599659.69
RPO000ETT19300025,tender for addition of landscape and physical barriers at republic polytechnic for oes,Republic Polytechnic,16/8/2019,Awarded to Suppliers,C+H ASSOCIATES PTE. LTD.,781796.2
RPO000ETT19300026,tender for the design and build of proposed vertical green wall system with optional 2 years of comprehensive maintenance at rpic for oes,Republic Polytechnic,19/8/2019,Awarded to Suppliers,DAVOE CREATIVE PTE. LTD.,260992
RPO000ETT19300027,tender for replacement of faulty doors both firerated and nonfire rated in republic polytechnic for oes,Republic Polytechnic,13/8/2019,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,185265
RPO000ETT19300029,tender for proposed addition and alteration interior fitout works to republic polytechnic learning space for oes,Republic Polytechnic,8/8/2019,Awarded to Suppliers,MS11 PTE. LTD.,73340
RPO000ETT19300030,tender for proposed renovation works to 1st and 2nd storey of w1 forum at republic polytechnic for oes,Republic Polytechnic,5/11/2019,Awarded to Suppliers,KNK DESIGN & BUILDER'S PTE. LTD.,245190
RPO000ETT19300031,tender for supply and 4 years of maintenance of energy dispersive xray fluorescence spectrometer with accessories for sas,Republic Polytechnic,21/10/2019,Awarded to Suppliers,SHIMADZU (ASIA PACIFIC) PTE LTD,99900
RPO000ETT19300032,replacement of artificial turf at republic polytechnic sports complex,Republic Polytechnic,12/12/2019,Awarded to Suppliers,KOHUP SPORTS PTE LTD,498750
RPO000ETT19300033,provision of production equipment for sta,Republic Polytechnic,26/11/2019,Awarded by Items,BROADCAST ENGINEERING SERVICES PTE LTD,20768
RPO000ETT19300034,proposed additional and alteration interior fitout works to meeting rooms at rpc level one for oes,Republic Polytechnic,17/10/2019,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,106500
RPO000ETT19300035,tender for the provision of laas platform services maintenance hosting services for 3 years soi,Republic Polytechnic,14/10/2019,Awarded to Suppliers,ALFA CONNECTIONS PTE. LTD.,226600
RPO000ETT19300039,provision of manpower and associated services for republic polytechnic rp makerspace,Republic Polytechnic,6/11/2019,Awarded to Suppliers,ONEMAKER GROUP PTE. LTD.,1053660
RPO000ETT19300041,period contract for interior design consultancy services for 2year with an option to renew for another 2year for oes,Republic Polytechnic,3/3/2020,Awarded to Suppliers,D'PERCEPTION RITZ PTE. LTD.,4565.5
RPO000ETT19300042,tender for proposed signages in republic polytechnic,Republic Polytechnic,12/12/2019,Awarded to Suppliers,THE SIGNMAKERS INTERNATIONAL PTE LTD,138750
RPO000ETT19300044,tender for the provision of addition and alteration works at level 1 of the republic hospitality centre oes,Republic Polytechnic,18/12/2019,Awarded to Suppliers,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED,432385
RPO000ETT19300045,provision of resource management system software as a service for 2 years with an option to extend for 1 year for ois,Republic Polytechnic,25/2/2020,Awarded to Suppliers,HEWLETT-PACKARD SINGAPORE (SALES) PTE. LTD.,582878
RPO000ETT19300046,tender for the provision of preventive maintenance of motorised fire safety curtain system for a period of 3 years with an option to extend another 2 years for rcc,Republic Polytechnic,11/2/2020,Awarded to Suppliers,SIONG ANN ENGINEERING PTE LTD,173000.28
RPO000ETT19300047,tender for public relations consultancy services for period of 1 year with option to extend for 2 years for occ,Republic Polytechnic,26/12/2019,Awarded to Suppliers,RUDER FINN ASIA PTE LTD,356400
RPO000ETT19300048,tender for supply and installation of lighting equipment and accessories for sta,Republic Polytechnic,25/2/2020,Awarded to Suppliers,DESISTI ASIA PTE LTD,121060
RPO000ETT19300049,tender for the addition and alteration of interior fitout work to existing retail lab at rpic republic polytechnic for soh,Republic Polytechnic,17/2/2020,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,110700
RPO000ETT19300051,tender for portable ultrasonic flaw detectors probes and accessories for sas,Republic Polytechnic,6/1/2020,Awarded to Suppliers,OLYMPUS SINGAPORE PTE. LTD.,139175.6
